implementation,step_index,absolute_time,step_size,order,completed
repaired_generic_identical,91,3.023585,0.032428,4,True
repaired_generic_identical,92,3.059256,0.035671,4,True
repaired_generic_identical,93,3.078875,0.019619,4,True
repaired_generic_identical,94,3.100456,0.021581,4,True
repaired_generic_identical,95,3.124195,0.023739,4,True
repaired_generic_identical,96,3.150308,0.026113,4,True
repaired_generic_identical,97,3.179032,0.028724,4,True
repaired_generic_identical,98,3.210629,0.031597,4,True
repaired_generic_identical,99,3.228007,0.017378,4,True
repaired_generic_identical,100,3.247123,0.019116,4,True
repaired_generic_identical,101,3.26815,0.021028,4,True
repaired_generic_identical,102,3.291281,0.02313,4,True
repaired_generic_identical,103,3.316724,0.025443,4,True
repaired_generic_identical,104,3.344712,0.027988,4,True
repaired_generic_identical,105,3.360105,0.015393,4,True
repaired_generic_identical,106,3.377037,0.016933,4,True
repaired_generic_identical,107,3.395663,0.018626,4,True
repaired_generic_identical,108,3.416152,0.020488,4,True
repaired_generic_identical,109,3.438689,0.022537,4,True
repaired_generic_identical,110,3.46348,0.024791,4,True
repaired_generic_identical,111,3.49075,0.02727,4,True
repaired_generic_identical,112,3.505748,0.014999,4,True
repaired_generic_identical,113,3.522247,0.016498,4,True
repaired_generic_identical,114,3.540395,0.018148,4,True
repaired_generic_identical,115,3.560358,0.019963,4,True
repaired_generic_identical,116,3.582317,0.021959,4,True
repaired_generic_identical,117,3.606472,0.024155,4,True
repaired_generic_identical,118,3.633043,0.026571,4,True
repaired_generic_identical,119,3.662271,0.029228,4,True
repaired_generic_identical,120,3.694422,0.032151,4,True
repaired_generic_identical,121,3.712104,0.017683,4,True
repaired_generic_identical,122,3.731556,0.019451,4,True
repaired_generic_identical,123,3.752952,0.021396,4,True
repaired_generic_identical,124,3.776488,0.023536,4,True
repaired_generic_identical,125,3.802377,0.025889,4,True
repaired_generic_identical,126,3.830856,0.028478,4,True
repaired_generic_identical,127,3.862182,0.031326,4,True
repaired_generic_identical,128,3.896641,0.034459,4,True
repaired_generic_identical,129,3.934545,0.037905,4,True
repaired_generic_identical,130,3.976241,0.041695,4,True
repaired_generic_identical,131,4.022105,0.045865,4,True
repaired_generic_identical,132,4.072557,0.050451,4,True
repaired_generic_identical,133,4.128053,0.055496,4,True
repaired_generic_identical,134,4.189099,0.061046,4,True
repaired_generic_identical,135,4.222674,0.033575,4,True
repaired_generic_identical,136,4.259607,0.036933,4,True
repaired_generic_identical,137,4.300233,0.040626,4,True
repaired_generic_identical,138,4.344922,0.044689,4,True
repaired_generic_identical,139,4.39408,0.049158,4,True
repaired_generic_identical,140,4.448153,0.054073,4,True
repaired_generic_identical,141,4.507634,0.059481,4,True
repaired_generic_identical,142,4.573062,0.065429,4,True
repaired_generic_identical,143,4.645034,0.071972,4,True
repaired_generic_identical,144,4.724203,0.079169,4,True
repaired_generic_identical,145,4.811289,0.087086,4,True
repaired_generic_identical,146,4.859186,0.047897,4,True
repaired_generic_identical,147,4.911873,0.052687,4,True
repaired_generic_identical,148,4.969828,0.057956,4,True
repaired_generic_identical,149,5.033579,0.063751,4,True
repaired_generic_identical,150,5.103705,0.070126,4,True
repaired_generic_identical,151,5.180844,0.077139,4,True
repaired_generic_identical,152,5.265697,0.084853,4,True
repaired_generic_identical,153,5.312366,0.046669,4,True
repaired_generic_identical,154,5.363702,0.051336,4,True
repaired_generic_identical,155,5.420171,0.056469,4,True
repaired_generic_identical,156,5.482287,0.062116,4,True
repaired_generic_identical,157,5.550616,0.068328,4,True
repaired_generic_identical,158,5.625776,0.075161,4,True
repaired_generic_identical,159,5.667115,0.041338,4,True
repaired_generic_identical,160,5.712587,0.045472,4,True
repaired_generic_identical,161,5.762607,0.05002,4,True
repaired_generic_identical,162,5.817628,0.055021,4,True
repaired_generic_identical,163,5.878152,0.060524,4,True
repaired_generic_identical,164,5.91144,0.033288,4,True
repaired_generic_identical,165,5.948057,0.036617,4,True
repaired_generic_identical,166,5.988335,0.040278,4,True
repaired_generic_identical,167,6.032641,0.044306,4,True
repaired_generic_identical,168,6.081378,0.048737,4,True
repaired_generic_identical,169,6.134989,0.053611,4,True
repaired_generic_identical,170,6.164475,0.029486,4,True
repaired_generic_identical,171,6.196909,0.032434,4,True
repaired_generic_identical,172,6.232587,0.035678,4,True
repaired_generic_identical,173,6.271833,0.039246,4,True
repaired_generic_identical,174,6.293418,0.021585,4,True
repaired_generic_identical,175,6.317162,0.023744,4,True
repaired_generic_identical,176,6.34328,0.026118,4,True
repaired_generic_identical,177,6.37201,0.02873,4,True
repaired_generic_identical,178,6.403612,0.031603,4,True
repaired_generic_identical,179,6.420994,0.017382,4,True
repaired_generic_identical,180,6.440114,0.01912,4,True
repaired_generic_identical,181,6.461145,0.021032,4,True
repaired_generic_identical,182,6.48428,0.023135,4,True
repaired_generic_identical,183,6.509728,0.025448,4,True
repaired_generic_identical,184,6.537722,0.027993,4,True
repaired_generic_identical,185,6.553118,0.015396,4,True
repaired_generic_identical,186,6.570054,0.016936,4,True
repaired_generic_identical,187,6.588683,0.018629,4,True
repaired_generic_identical,188,6.609175,0.020492,4,True
repaired_generic_identical,189,6.631717,0.022542,4,True
repaired_generic_identical,190,6.656513,0.024796,4,True
repaired_generic_identical,191,6.67015,0.013638,4,True
repaired_generic_identical,192,6.685152,0.015001,4,True
repaired_generic_identical,193,6.701653,0.016502,4,True
repaired_generic_identical,194,6.719805,0.018152,4,True
repaired_generic_identical,195,6.739772,0.019967,4,True
repaired_generic_identical,196,6.761736,0.021964,4,True
repaired_generic_identical,197,6.785896,0.02416,4,True
repaired_generic_identical,198,6.799184,0.013288,4,True
repaired_generic_identical,199,6.8138,0.014617,4,True
repaired_generic_identical,200,6.829879,0.016078,4,True
repaired_generic_identical,201,6.847565,0.017686,4,True
repaired_generic_identical,202,6.86702,0.019455,4,True
repaired_generic_identical,203,6.888421,0.0214,4,True
repaired_generic_identical,204,6.911961,0.02354,4,True
repaired_generic_identical,205,6.937856,0.025895,4,True
repaired_generic_identical,206,6.96634,0.028484,4,True
repaired_generic_identical,207,6.982006,0.015666,4,True
repaired_generic_identical,208,6.999239,0.017233,4,True
repaired_generic_identical,209,7.018195,0.018956,4,True
repaired_generic_identical,210,7.039046,0.020852,4,True
repaired_generic_identical,211,7.061983,0.022937,4,True
repaired_generic_identical,212,7.087214,0.025231,4,True
repaired_generic_identical,213,7.114967,0.027754,4,True
repaired_generic_identical,214,7.145496,0.030529,4,True
repaired_generic_identical,215,7.179078,0.033582,4,True
repaired_generic_identical,216,7.216018,0.03694,4,True
repaired_generic_identical,217,7.256652,0.040634,4,True
repaired_generic_identical,218,7.30135,0.044697,4,True
repaired_generic_identical,219,7.350517,0.049167,4,True
repaired_generic_identical,220,7.377559,0.027042,4,True
repaired_generic_identical,221,7.407305,0.029746,4,True
repaired_generic_identical,222,7.440026,0.032721,4,True
repaired_generic_identical,223,7.476019,0.035993,4,True
repaired_generic_identical,224,7.515611,0.039592,4,True
repaired_generic_identical,225,7.559162,0.043551,4,True
repaired_generic_identical,226,7.607069,0.047906,4,True
repaired_generic_identical,227,7.659766,0.052697,4,True
repaired_generic_identical,228,7.717733,0.057967,4,True
repaired_generic_identical,229,7.781496,0.063764,4,True
repaired_generic_identical,230,7.851636,0.07014,4,True
repaired_generic_identical,231,7.890213,0.038577,4,True
repaired_generic_identical,232,7.932648,0.042435,4,True
repaired_generic_identical,233,7.979326,0.046678,4,True
repaired_generic_identical,234,8.030672,0.051346,4,True
repaired_generic_identical,235,8.087152,0.05648,4,True
repaired_generic_identical,236,8.149281,0.062129,4,True
repaired_generic_identical,237,8.217622,0.068341,4,True
repaired_generic_identical,238,8.292798,0.075176,4,True
repaired_generic_identical,239,8.334144,0.041347,4,True
repaired_generic_identical,240,8.379625,0.045481,4,True
repaired_generic_identical,241,8.429655,0.050029,4,True
repaired_generic_identical,242,8.484687,0.055032,4,True
repaired_generic_identical,243,8.545222,0.060535,4,True
repaired_generic_identical,244,8.611811,0.066589,4,True
repaired_generic_identical,245,8.685059,0.073248,4,True
repaired_generic_identical,246,8.725346,0.040286,4,True
repaired_generic_identical,247,8.769661,0.044315,4,True
repaired_generic_identical,248,8.818407,0.048746,4,True
repaired_generic_identical,249,8.872028,0.053621,4,True
repaired_generic_identical,250,8.931012,0.058983,4,True
repaired_generic_identical,251,8.995893,0.064882,4,True
repaired_generic_identical,252,9.031578,0.035685,4,True
repaired_generic_identical,253,9.070831,0.039253,4,True
repaired_generic_identical,254,9.11401,0.043179,4,True
repaired_generic_identical,255,9.161507,0.047497,4,True
repaired_generic_identical,256,9.213753,0.052246,4,True
repaired_generic_identical,257,9.242488,0.028735,4,True
repaired_generic_identical,258,9.274097,0.031609,4,True
repaired_generic_identical,259,9.308867,0.03477,4,True
repaired_generic_identical,260,9.347114,0.038247,4,True
repaired_generic_identical,261,9.389185,0.042072,4,True
repaired_generic_identical,262,9.435464,0.046279,4,True
repaired_generic_identical,263,9.460917,0.025453,4,True
repaired_generic_identical,264,9.488916,0.027999,4,True
repaired_generic_identical,265,9.519715,0.030798,4,True
repaired_generic_identical,266,9.553593,0.033878,4,True
repaired_generic_identical,267,9.590859,0.037266,4,True
repaired_generic_identical,268,9.611355,0.020496,4,True
repaired_generic_identical,269,9.633901,0.022546,4,True
repaired_generic_identical,270,9.658702,0.024801,4,True
repaired_generic_identical,271,9.685983,0.027281,4,True
repaired_generic_identical,272,9.700987,0.015004,4,True
repaired_generic_identical,273,9.717492,0.016505,4,True
repaired_generic_identical,274,9.735647,0.018155,4,True
repaired_generic_identical,275,9.755618,0.019971,4,True
repaired_generic_identical,276,9.777586,0.021968,4,True
repaired_generic_identical,277,9.801751,0.024165,4,True
repaired_generic_identical,278,9.815041,0.013291,4,True
repaired_generic_identical,279,9.829661,0.01462,4,True
repaired_generic_identical,280,9.845742,0.016082,4,True
repaired_generic_identical,281,9.863432,0.01769,4,True
repaired_generic_identical,282,9.882891,0.019459,4,True
repaired_generic_identical,283,9.904295,0.021405,4,True
repaired_generic_identical,284,9.916068,0.011773,4,True
repaired_generic_identical,285,9.929018,0.01295,4,True
repaired_generic_identical,286,9.943263,0.014245,4,True
repaired_generic_identical,287,9.958932,0.015669,4,True
repaired_generic_identical,288,9.976168,0.017236,4,True
repaired_generic_identical,289,9.995128,0.01896,4,True
repaired_generic_identical,290,10.0,0.004872,4,True
