schema,mode,step,t_after,t_after_hex,h,h_hex,status_code,endpoint_x_lo,endpoint_x_hi,endpoint_x_lo_hex,endpoint_x_hi_hex,endpoint_y_lo,endpoint_y_hi,endpoint_y_lo_hex,endpoint_y_hi_hex,segment_x_lo,segment_x_hi,segment_x_lo_hex,segment_x_hi_hex,segment_y_lo,segment_y_hi,segment_y_lo_hex,segment_y_hi_hex,prefix_x_lo,prefix_x_hi,prefix_x_lo_hex,prefix_x_hi_hex,prefix_y_lo,prefix_y_hi,prefix_y_lo_hex,prefix_y_hi_hex,tmvpre_term_count,tmv_term_count,tmvpre_component_count,tmv_component_count,tmvpre_remainder_x_lo,tmvpre_remainder_x_hi,tmvpre_remainder_x_lo_hex,tmvpre_remainder_x_hi_hex,tmvpre_remainder_y_lo,tmvpre_remainder_y_hi,tmvpre_remainder_y_lo_hex,tmvpre_remainder_y_hi_hex,domain_time_lo,domain_time_hi,domain_time_lo_hex,domain_time_hi_hex,queue_J_post_return,queue_Phi_L_post_return,queue_scalars,queue_max_size
flowstar_vdp_stock_reach_v1,stepwise,280,2.8000000000000003,0x1.6666666666667p+1,0.01,0x1.47ae147ae147bp-7,2,-0.022675085875646237,0.093172365348373337,-0x1.7382341145e99p-6,0x1.7da24e60fee1ep-4,-2.1981400105541868,-2.0719767465180627,-0x1.195ca6e0adfe7p+1,-0x1.093688b62f0c4p+1,-0.022675094147992993,0.11456141676428945,-0x1.73823cf32890ap-6,0x1.d53e5a262d421p-4,-2.198143376360834,-2.0502902018484761,-0x1.195cc31cb1c44p+1,-0x1.066fe8ca1fcdp+1,-0.022675094147992993,2.0616309700712008,-0x1.73823cf32890ap-6,0x1.07e3860c70333p+1,-2.198143376360834,2.4610649331786534,-0x1.195cc31cb1c44p+1,0x1.3b042cfcaad8dp+1,33,12,3,3,-2.863919773617888e-09,2.9707238430463676e-09,-0x1.899d380cf2179p-29,0x1.984b0d95cafbep-29,-2.863775414067119e-07,2.9705795091387826e-07,-0x1.337edbf310f19p-22,0x1.3ef6aaf42c38cp-22,0,0.0099999999989999998,0x0p+0,0x1.47ae147a548aep-7,80,80,3,100
flowstar_vdp_stock_reach_v1,stepwise,281,2.8100000000000001,0x1.67ae147ae147bp+1,0.01,0x1.47ae147ae147bp-7,2,-0.044665508568523478,0.072238766979381697,-0x1.6de65c51f3d81p-5,0x1.27e3d65ae07f8p-4,-2.2199761931365223,-2.0934757478918464,-0x1.1c282e0db5c0bp+1,-0x1.0bf7036815125p+1,-0.044665517419241511,0.093844774078717871,-0x1.6de6611262ccfp-5,0x1.806360b918fe3p-4,-2.2199797922171283,-2.0717678482351745,-0x1.1c284c3ead3d9p+1,-0x1.092fb0588984dp+1,-0.044665517419241511,2.0616309700712008,-0x1.6de6611262ccfp-5,0x1.07e3860c70333p+1,-2.2199797922171283,2.4610649331786534,-0x1.1c284c3ead3d9p+1,0x1.3b042cfcaad8dp+1,33,12,3,3,-3.0491070357087434e-09,3.0976415196557934e-09,-0x1.a310ea9ea21fap-29,0x1.a9bc926325fd3p-29,-3.0489746433627134e-07,3.0975091688438347e-07,-0x1.476193ab158bbp-22,0x1.4c97af076ec67p-22,0,0.0099999999989999998,0x0p+0,0x1.47ae147a548aep-7,81,81,3,100
flowstar_vdp_stock_reach_v1,stepwise,282,2.8199999999999998,0x1.68f5c28f5c28fp+1,0.01,0x1.47ae147ae147bp-7,2,-0.066872700734332907,0.051087852111946622,-0x1.11e91bea62f06p-4,0x1.a282fdc165f3ap-5,-2.2418047991738344,-2.1150074892462829,-0x1.1ef375ac3bd5fp+1,-0x1.0eb890be8dce4p+1,-0.06687271137456334,0.072910918725237445,-0x1.11e91ec593da3p-4,0x1.2aa4a3b723abep-4,-2.2418089966662271,-2.0932998278353869,-0x1.1ef398e247aebp+1,-0x1.0bf13faea340ep+1,-0.06687271137456334,2.0616309700712008,-0x1.11e91ec593da3p-4,0x1.07e3860c70333p+1,-2.2418089966662271,2.4610649331786534,-0x1.1ef398e247aebp+1,0x1.3b042cfcaad8dp+1,33,12,3,3,-3.2406635995900337e-09,3.2242872015147346e-09,-0x1.bd64b6c253f58p-29,0x1.bb2485474f57fp-29,-3.2405299753582374e-07,3.2241535757261989e-07,-0x1.5bf3027bcd717p-22,0x1.5a30dbd0e3ebp-22,0,0.0099999999989999998,0x0p+0,0x1.47ae147a548aep-7,82,82,3,100
flowstar_vdp_stock_reach_v1,stepwise,283,2.8300000000000001,0x1.6a3d70a3d70a4p+1,0.01,0x1.47ae147ae147bp-7,2,-0.089296318229326516,0.029719214928096836,-0x1.6dc1f9e72bb02p-4,0x1.e6eb6c0b74426p-6,-2.2636499464220758,-2.1365028984387346,-0x1.21bf480cbccbcp+1,-0x1.1178ed4e4d41fp+1,-0.089296368500639586,0.051759254694684856,-0x1.6dc20765c9fafp-4,0x1.a8030645ba6aap-5,-2.2636660964725648,-2.1148075342053958,-0x1.21bfcf86b4f26p+1,-0x1.0eb203665f8fdp+1,-0.089296368500639586,2.0616309700712008,-0x1.6dc20765c9fafp-4,0x1.07e3860c70333p+1,-2.2636660964725648,2.4610649331786534,-0x1.21bfcf86b4f26p+1,0x1.3b042cfcaad8dp+1,33,12,3,3,-3.4665863620879284e-09,3.3782221048458368e-09,-0x1.dc71aa18db219p-29,0x1.d04c9fa007aa6p-29,-3.466437642123198e-07,3.3780733538920312e-07,-0x1.7434b65d58fedp-22,0x1.6ab7c5f720997p-22,0,0.0099999999989999998,0x0p+0,0x1.47ae147a548aep-7,83,83,3,100
flowstar_vdp_stock_reach_v1,stepwise,284,2.8399999999999999,0x1.6b851eb851eb8p+1,0.01,0x1.47ae147ae147bp-7,2,-0.11193510375105778,0.0081319994560553662,-0x1.ca7c769e299dap-4,0x1.0a7827db80203p-7,-2.2854054666002681,-2.1580202563377409,-0x1.24882a9492ea3p+1,-0x1.143a01fc89becp+1,-0.1119351961640129,0.030388649106245037,-0x1.ca7c8f6cbb83ep-4,0x1.f1e33b852e27ap-6,-2.2854343239072006,-2.1363613437497686,-0x1.24891ca72b2c9p+1,-0x1.117449dbec03fp+1,-0.1119351961640129,2.0616309700712008,-0x1.ca7c8f6cbb83ep-4,0x1.07e3860c70333p+1,-2.2854343239072006,2.4610649331786534,-0x1.24891ca72b2c9p+1,0x1.3b042cfcaad8dp+1,33,12,3,3,-3.7000550107232913e-09,3.5321844308773716e-09,-0x1.fc881cbc2eb1dp-29,0x1.e575b0f931296p-29,-3.6998901797900695e-07,3.5320195300568434e-07,-0x1.8d45ce8e01774p-22,0x1.7b3f69dfc58fdp-22,0,0.0099999999989999998,0x0p+0,0x1.47ae147a548aep-7,84,84,3,100
flowstar_vdp_stock_reach_v1,stepwise,285,2.8500000000000001,0x1.6cccccccccccdp+1,0.01,0x1.47ae147ae147bp-7,2,-0.13478790481642902,-0.013674052153201463,-0x1.140bae58a9d3dp-3,-0x1.c0124366a156bp-7,-2.3070418074865273,-2.1795382153466312,-0x1.274d255cd466p+1,-0x1.16fb1bb5a5e2ep+1,-0.13478804194384586,0.0087985874404317051,-0x1.140bc0c053578p-3,0x1.204fe6a76117ap-7,-2.3070841452553124,-2.157941424632031,-0x1.274e88847eef6p+1,-0x1.14376cb2bd366p+1,-0.13478804194384586,2.0616309700712008,-0x1.140bc0c053578p-3,0x1.07e3860c70333p+1,-2.3070841452553124,2.4610649331786534,-0x1.274e88847eef6p+1,0x1.3b042cfcaad8dp+1,33,12,3,3,-3.9409390476740541e-09,3.6856149156664372e-09,-0x1.0ed1bba06882cp-28,0x1.fa8c0bebf173cp-29,-3.9407570845287611e-07,3.6854328328478639e-07,-0x1.a722b4b6f9ff1p-22,0x1.8bb8680515c6p-22,0,0.0099999999989999998,0x0p+0,0x1.47ae147a548aep-7,85,85,3,100
flowstar_vdp_stock_reach_v1,stepwise,286,2.8599999999999999,0x1.6e147ae147ae1p+1,0.01,0x1.47ae147ae147bp-7,2,-0.15792009685592426,-0.035632146730768144,-0x1.436b9c9b04ce9p-3,-0x1.23e6071ca3348p-5,-2.3285293169554468,-2.2010324430762056,-0x1.2a0d3fa80ce91p+1,-0x1.19bb6e5c3940ap+1,-0.1579202813262745,-0.012944409328879681,-0x1.436bb55d5f2aep-3,-0x1.a829935de5cdap-7,-2.3285859248879603,-2.1795249966021655,-0x1.2a0f1a84a8ecp+1,-0x1.16faacd29c439p+1,-0.1579202813262745,2.0616309700712008,-0x1.436bb55d5f2aep-3,0x1.07e3860c70333p+1,-2.3285859248879603,2.4610649331786534,-0x1.2a0f1a84a8ecp+1,0x1.3b042cfcaad8dp+1,33,12,3,3,-4.1954477282016792e-09,3.8427566686660521e-09,-0x1.204f18d34c335p-28,0x1.08127d8046c61p-28,-4.1952475472824513e-07,3.8425563054598918e-07,-0x1.c2761624446d6p-22,0x1.9c97622a2af03p-22,0,0.0099999999989999998,0x0p+0,0x1.47ae147a548aep-7,86,86,3,100
flowstar_vdp_stock_reach_v1,stepwise,287,2.8700000000000001,0x1.6f5c28f5c28f6p+1,0.01,0x1.47ae147ae147bp-7,2,-0.1812930388002848,-0.057778952374849354,-0x1.7349c3c51e11cp-3,-0x1.d9533edb1b9a6p-5,-2.3498349435540296,-2.2224788331533452,-0x1.2cc76434c8021p+1,-0x1.1c7a2fb83911ep+1,-0.18129327328997821,-0.03487729734252535,-0x1.7349e33e1f39bp-3,-0x1.1db6fe6eb03e5p-5,-2.3499066255045897,-2.2010895376752631,-0x1.2cc9bd8499145p+1,-0x1.19bd4d4df106ap+1,-0.18129327328997821,2.0616309700712008,-0x1.7349e33e1f39bp-3,0x1.07e3860c70333p+1,-2.3499066255045897,2.4610649331786534,-0x1.2cc9bd8499145p+1,0x1.3b042cfcaad8dp+1,33,14,3,3,-4.4612003464806314e-09,4.0012335087080634e-09,-0x1.32924437d1295p-28,0x1.12f671bd249dep-28,-4.4609808962862673e-07,4.0010137992924074e-07,-0x1.defe8258e3817p-22,0x1.ad9b07a63d2f1p-22,0,0.0099999999989999998,0x0p+0,0x1.47ae147a548aep-7,87,87,3,100
flowstar_vdp_stock_reach_v1,stepwise,288,2.8799999999999999,0x1.70a3d70a3d70ap+1,0.01,0x1.47ae147ae147bp-7,2,-0.20488340052451959,-0.080127355295608327,-0x1.a399e885f7f94p-3,-0x1.48339f28275dp-4,-2.3709230276315885,-2.2438529802424498,-0x1.2f7a67e08167bp+1,-0x1.1f36930f9633dp+1,-0.20488368774901494,-0.057013266975933091,-0x1.a39a0f12ed5a6p-3,-0x1.d30d7ca33125cp-5,-2.371010598908784,-2.2226122543491464,-0x1.2f7d467a642c4p+1,-0x1.1c7e8ef00f285p+1,-0.20488368774901494,2.0616309700712008,-0x1.a39a0f12ed5a6p-3,0x1.07e3860c70333p+1,-2.371010598908784,2.4610649331786534,-0x1.2f7d467a642c4p+1,0x1.3b042cfcaad8dp+1,33,14,3,3,-4.7374376181831365e-09,4.1599969996696584e-09,-0x1.458de24abc9d9p-28,0x1.1ddf70f004e48p-28,-4.7371978742401723e-07,4.1597569037361817e-07,-0x1.fca71a887bbc1p-22,0x1.bea686f0a5b1fp-22,0,0.0099999999989999998,0x0p+0,0x1.47ae147a548aep-7,88,88,3,100
flowstar_vdp_stock_reach_v1,stepwise,289,2.8900000000000001,0x1.71eb851eb851fp+1,0.01,0x1.47ae147ae147bp-7,2,-0.22868163786808721,-0.10269105311590948,-0x1.d45709deb6942p-3,-0x1.a49f5fab9815cp-4,-2.3917570692594956,-2.2651277197850597,-0x1.3225187c3921bp+1,-0x1.21efb482deb48p+1,-0.22868198057176259,-0.079366336359740455,-0x1.d45737ddebfc8p-3,-0x1.4515a2b118409p-4,-2.3918613535543338,-2.2440676158252253,-0x1.322883490a842p+1,-0x1.1f3d9b8dfdb35p+1,-0.22868198057176259,2.0616309700712008,-0x1.d45737ddebfc8p-3,0x1.07e3860c70333p+1,-2.3918613535543338,2.4610649331786534,-0x1.322883490a842p+1,0x1.3b042cfcaad8dp+1,33,14,3,3,-5.0227731684811772e-09,4.317578078565711e-09,-0x1.59298f5eb447bp-28,0x1.28b3a30698f7p-28,-5.0225121488203891e-07,4.3173165970544615e-07,-0x1.0da4e1a060d59p-21,0x1.cf917eb7180e9p-22,0,0.0099999999989999998,0x0p+0,0x1.47ae147a548aep-7,89,89,3,100
flowstar_vdp_stock_reach_v1,stepwise,290,2.8999999999999999,0x1.7333333333333p+1,0.01,0x1.47ae147ae147bp-7,2,-0.2526849358163511,-0.12546900755069379,-0x1.02bfd6fe17a42p-2,-0x1.00f5e520bc054p-3,-2.4122990040123007,-2.2862742789481532,-0x1.34c636b933fe8p+1,-0x1.24a4a2b4e257ap+1,-0.25268533676107346,-0.10193580421635588,-0x1.02bff1e6452dbp-2,-0x1.a1877016694c3p-4,-2.412420829934796,-2.265428498684519,-0x1.34ca34ac612b1p+1,-0x1.21f98fa0a360bp+1,-0.25268533676107346,2.0616309700712008,-0x1.02bff1e6452dbp-2,0x1.07e3860c70333p+1,-2.412420829934796,2.4610649331786534,-0x1.34ca34ac612b1p+1,0x1.3b042cfcaad8dp+1,33,14,3,3,-5.3187198593012286e-09,4.4751097337952379e-09,-0x1.6d7fe8c6c4947p-28,0x1.3386f68791655p-28,-5.3184366218518377e-07,4.4748259063891055e-07,-0x1.1d88094dac50cp-21,0x1.e07b13f1d3215p-22,0,0.0099999999989999998,0x0p+0,0x1.47ae147a548aep-7,90,90,3,100
flowstar_vdp_stock_reach_v1,stepwise,291,2.9100000000000001,0x1.747ae147ae148p+1,0.01,0x1.47ae147ae147bp-7,2,-0.276890089944063,-0.14845988481551844,-0x1.1b89136395c25p-2,-0x1.300bbc706795dp-3,-2.432509032513174,-2.3072623234179743,-0x1.375c74baef31p+1,-0x1.27545f2f2fc43p+1,-0.27689055189640366,-0.12472069035510036,-0x1.1b893263dda3ap-2,-0x1.fedb1f635aedp-4,-2.4326492297216729,-2.2866662266206021,-0x1.37610cca25a79p+1,-0x1.24b17a9a1a02dp+1,-0.27689055189640366,2.0616309700712008,-0x1.1b893263dda3ap-2,0x1.07e3860c70333p+1,-2.4326492297216729,2.4610649331786534,-0x1.37610cca25a79p+1,0x1.3b042cfcaad8dp+1,33,14,3,3,-5.6237755664740108e-09,4.6307589627548193e-09,-0x1.8276818baba1fp-28,0x1.3e392c56cf99p-28,-5.6234692210686333e-07,4.6304518801843352e-07,-0x1.2de85f59b4f2dp-21,0x1.f130e460dcb0ep-22,0,0.0099999999989999998,0x0p+0,0x1.47ae147a548aep-7,91,91,3,100
flowstar_vdp_stock_reach_v1,stepwise,292,2.9199999999999999,0x1.75c28f5c28f5cp+1,0.01,0x1.47ae147ae147bp-7,2,-0.30129348940540029,-0.17166203986106057,-0x1.348647cdf9c55p-2,-0x1.5f9058f957dddp-3,-2.4523456356637836,-2.3280599396809407,-0x1.39e67637d5073p+1,-0x1.29fdde3c0758p+1,-0.30129401512245219,-0.14771971991453825,-0x1.34866b15b9d11p-2,-0x1.2e87ad300eca4p-3,-2.4525050305740601,-2.3077505448404652,-0x1.39ebaf51cba82p+1,-0x1.27645eaeb53edp+1,-0.30129401512245219,2.0616309700712008,-0x1.34866b15b9d11p-2,0x1.07e3860c70333p+1,-2.4525050305740601,2.4610649331786534,-0x1.39ebaf51cba82p+1,0x1.3b042cfcaad8dp+1,33,14,3,3,-5.9375251423524199e-09,4.783839866495057e-09,-0x1.98060c04c30e3p-28,0x1.48be3370ad7dbp-28,-5.9371948641711776e-07,4.7835086843944802e-07,-0x1.3ec02f5394db1p-21,0x1.00d00af1b6669p-21,0,0.0099999999989999998,0x0p+0,0x1.47ae147a548aep-7,92,92,3,100
flowstar_vdp_stock_reach_v1,stepwise,293,2.9300000000000002,0x1.770a3d70a3d71p+1,0.01,0x1.47ae147ae147bp-7,2,-0.32589110036409119,-0.19507349989182188,-0x1.4db665887c228p-2,-0x1.8f82b1f2d025cp-3,-2.4717656002442423,-2.3486336241234693,-0x1.3c62d0b036a26p+1,-0x1.2ca006cef2b89p+1,-0.32589169257785489,-0.17093130680178381,-0x1.4db68d46a3cfep-2,-0x1.5e113ba49c10cp-3,-2.4719450113087595,-2.3286496004402468,-0x1.3c68b1b28a6dbp+1,-0x1.2a1130aaddfe7p+1,-0.32589169257785489,2.0616309700712008,-0x1.4db68d46a3cfep-2,0x1.07e3860c70333p+1,-2.4719450113087595,2.4610649331786534,-0x1.3c68b1b28a6dbp+1,0x1.3b042cfcaad8dp+1,33,14,3,3,-6.2598633251003628e-09,4.9340484675883185e-09,-0x1.ae2cae23686e2p-28,0x1.5310b2d70e169p-28,-6.2595083689138738e-07,4.9336924212742015e-07,-0x1.500e07278d778p-21,0x1.08e026fe0091fp-21,0,0.0099999999989999998,0x0p+0,0x1.47ae147a548aep-7,93,93,3,100
flowstar_vdp_stock_reach_v1,stepwise,294,2.9399999999999999,0x1.7851eb851eb85p+1,0.01,0x1.47ae147ae147bp-7,2,-0.35067844975053658,-0.21869194785807428,-0x1.671840645cb4fp-2,-0x1.bfe1905f977bap-3,-2.4907240568414259,-2.3689482786836922,-0x1.3ed00bbfbf478p+1,-0x1.2f39b27b6e547p+1,-0.35067911115085493,-0.19435353700920122,-0x1.67186cc72211cp-2,-0x1.8e093a2a88144p-3,-2.4909242893931727,-2.3493299284708673,-0x1.3ed69b6be0bb5p+1,-0x1.2cb6d7d525f04p+1,-0.35067911115085493,2.0616309700712008,-0x1.67186cc72211cp-2,0x1.07e3860c70333p+1,-2.4909242893931727,2.4610649331786534,-0x1.3ed69b6be0bb5p+1,0x1.3b042cfcaad8dp+1,33,14,3,3,-6.5906344571420066e-09,5.0811150358737871e-09,-0x1.c4e7aae2a4531p-28,0x1.5d2bebc83d75ep-28,-6.5902541722950764e-07,5.0807334560039255e-07,-0x1.61cfc37eeccc5p-21,0x1.10c511a3d87a7p-21,0,0.0099999999989999998,0x0p+0,0x1.47ae147a548aep-7,94,94,3,100
flowstar_vdp_stock_reach_v1,stepwise,295,2.9500000000000002,0x1.799999999999ap+1,0.01,0x1.47ae147ae147bp-7,2,-0.37565060949894497,-0.24251470589903129,-0x1.80aa8daa14ed1p-2,-0x1.f0ab8cd5154b6p-3,-2.509174530103,-2.3889672147786736,-0x1.412ca1895fd09p+1,-0x1.31c9ad7d5865fp+1,-0.37565134271498196,-0.2179841517777556,-0x1.80aabedea328dp-2,-0x1.be6e7997743eep-3,-2.509396370763016,-2.3697564454074813,-0x1.4133e678906a5p+1,-0x1.2f542de04152ep+1,-0.37565134271498196,2.0616309700712008,-0x1.80aabedea328dp-2,0x1.07e3860c70333p+1,-2.509396370763016,2.4610649331786534,-0x1.4133e678906a5p+1,0x1.3b042cfcaad8dp+1,33,14,3,3,-6.9297266372550091e-09,5.224911390940753e-09,-0x1.dc350a4d23608p-28,0x1.670d9cfe47e6ep-28,-6.9293204833394662e-07,5.2245037200107313e-07,-0x1.7403db0556f4dp-21,0x1.187d084953c4bp-21,0,0.0099999999989999998,0x0p+0,0x1.47ae147a548aep-7,95,95,3,100
flowstar_vdp_stock_reach_v1,stepwise,296,2.96,0x1.7ae147ae147aep+1,0.01,0x1.47ae147ae147bp-7,2,-0.40080218140491752,-0.26653871881070251,-0x1.9a6be31532c52p-2,-0x1.10ef86a1a38a5p-2,-2.5270690030259071,-2.408652165456219,-0x1.4376ff415da4fp+1,-0x1.344eb6d3097a3p+1,-0.40080298898519501,-0.24182053067174919,-0x1.9a6c194752645p-2,-0x1.ef3f9a35e468ap-3,-2.5273132136790326,-2.3898924499717924,-0x1.437effd7c0037p+1,-0x1.31e7feeccb077p+1,-0.40080298898519501,2.0616309700712008,-0x1.9a6c194752645p-2,0x1.07e3860c70333p+1,-2.5273132136790326,2.4610649331786534,-0x1.437effd7c0037p+1,0x1.3b042cfcaad8dp+1,33,14,3,3,-7.2770433494117813e-09,5.3654360561950745e-09,-0x1.f41319b77e3a8p-28,0x1.70b5bfd2c7beap-28,-7.2766109124663115e-07,5.3650018657197573e-07,-0x1.86a8fa96c7da3p-21,0x1.20080630a8d53p-21,0,0.0099999999989999998,0x0p+0,0x1.47ae147a548aep-7,96,96,3,100
flowstar_vdp_stock_reach_v1,stepwise,297,2.9700000000000002,0x1.7c28f5c28f5c3p+1,0.01,0x1.47ae147ae147bp-7,2,-0.42612728274647133,-0.29076053762948378,-0x1.b45ab5dd51589p-2,-0x1.29bd216058131p-2,-2.5443580997750064,-2.4279632032725269,-0x1.45ad86b5ec557p+1,-0x1.36c77f8cf9342p+1,-0.42612816713749657,-0.26585967464737431,-0x1.b45af1370a358p-2,-0x1.103d84bfbe211p-2,-2.5446254111245357,-2.4096995288195293,-0x1.45b64914acdb1p+1,-0x1.347108bebbb5ep+1,-0.42612816713749657,2.0616309700712008,-0x1.b45af1370a358p-2,0x1.07e3860c70333p+1,-2.5446254111245357,2.4610649331786534,-0x1.45b64914acdb1p+1,0x1.3b042cfcaad8dp+1,33,14,3,3,-7.6325108714321239e-09,5.5028353412108439e-09,-0x1.0640468ee8eap-27,0x1.7a26e731314a3p-28,-7.6320518804984273e-07,5.5023743494226348e-07,-0x1.99be1f51045a4p-21,0x1.27680ea5f14bp-21,0,0.0099999999989999998,0x0p+0,0x1.47ae147a548aep-7,97,97,3,100
flowstar_vdp_stock_reach_v1,stepwise,298,2.98,0x1.7d70a3d70a3d7p+1,0.01,0x1.47ae147ae147bp-7,2,-0.45161953501325641,-0.31517630123194623,-0x1.ce7559f477769p-2,-0x1.42bd93890fd31p-2,-2.5609914196775971,-2.4468585323338865,-0x1.47ce911c6d0acp+1,-0x1.3932a90f28035p+1,-0.45162049853679759,-0.29009818700717188,-0x1.ce759a9daccfdp-2,-0x1.290f7fc74c7cfp-2,-2.5612825243964035,-2.4291373355548491,-0x1.47d81b130ca7fp+1,-0x1.36edf8e2d9af1p+1,-0.45162049853679759,2.0616309700712008,-0x1.ce759a9daccfdp-2,0x1.07e3860c70333p+1,-2.5612825243964035,2.4610649331786534,-0x1.47d81b130ca7fp+1,0x1.3b042cfcaad8dp+1,33,14,3,3,-7.996093561835297e-09,5.6374347270288171e-09,-0x1.12be61fe24e62p-27,0x1.8366ccef9be46p-28,-7.995607905550267e-07,5.6369468167699053e-07,-0x1.ad42cc5cceaedp-21,0x1.2ea19b6cb3d3cp-21,0,0.0099999999989999998,0x0p+0,0x1.47ae147a548aep-7,98,98,3,100
flowstar_vdp_stock_reach_v1,stepwise,299,2.9900000000000002,0x1.7eb851eb851ecp+1,0.01,0x1.47ae147ae147bp-7,2,-0.47727204766552245,-0.33978172429603998,-0x1.e8ba00f012d02p-2,-0x1.5befbd8685199p-2,-2.576916797776502,-2.4652953812968703,-0x1.49d868dd7b479p+1,-0x1.3b8ecc8ed3303p+1,-0.47727309249461292,-0.3145322605775927,-0x1.e8ba470e19bfcp-2,-0x1.4214beb2deef9p-2,-2.5772323432797624,-2.4481644699037006,-0x1.49e2bfda4a3e4p+1,-0x1.395d740ebb97dp+1,-0.47727309249461292,2.0616309700712008,-0x1.e8ba470e19bfcp-2,0x1.07e3860c70333p+1,-2.5772323432797624,2.4610649331786534,-0x1.49e2bfda4a3e4p+1,0x1.3b042cfcaad8dp+1,33,14,3,3,-8.3677870220136956e-09,5.7697406816382619e-09,-0x1.1f83d541d328ap-27,0x1.8c7e59fbdd9fdp-28,-8.3672747652824151e-07,5.7692259184841778e-07,-0x1.c136f2df01a93p-21,0x1.35bba323571e9p-21,0,0.0099999999989999998,0x0p+0,0x1.47ae147a548aep-7,99,99,3,100
flowstar_vdp_stock_reach_v1,stepwise,300,3,0x1.8p+1,0.01,0x1.47ae147ae147bp-7,2,-0.50307740778015797,-0.36457208104597549,-0x1.01935cab8b625p-1,-0x1.75526234822d6p-2,-2.5920810808748098,-2.4832294094099843,-0x1.4bc9501778049p+1,-0x1.3dda7616f0cdbp+1,-0.50307853591393892,-0.33915766052445528,-0x1.0193828623cdcp-1,-0x1.5b4c25508fc68p-2,-2.5924216617477276,-2.4667378691820514,-0x1.4bd479175300ep+1,-0x1.3bbe1105f8879p+1,-0.50307853591393892,2.0616309700712008,-0x1.0193828623cdcp-1,0x1.07e3860c70333p+1,-2.5924216617477276,2.4610649331786534,-0x1.4bd479175300ep+1,0x1.3b042cfcaad8dp+1,33,14,3,3,-8.7476282099711732e-09,5.9004637251213334e-09,-0x1.2c90f392ca66ep-27,0x1.957a0e3bd8528p-28,-8.747089610284373e-07,5.8999223752790732e-07,-0x1.d59b158de3feep-21,0x1.3cbfea6a2a12p-21,0,0.0099999999989999998,0x0p+0,0x1.47ae147a548aep-7,0,0,3,100
flowstar_vdp_stock_reach_v1,stepwise,301,3.0100000000000002,0x1.8147ae147ae15p+1,0.01,0x1.47ae147ae147bp-7,2,-0.529034139045225,-0.38952830313997777,-0x1.0edd900b55615p-1,-0x1.8ee081eb690a6p-2,-2.6065099813766737,-2.500535199456611,-0x1.4da21e7b5aeddp+1,-0x1.4011899414dc9p+1,-0.5290353522827641,-0.36395582115870645,-0x1.0eddb8c0f6f17p-1,-0x1.74b0d5b4430a5p-2,-2.6068761314994315,-2.4847332859884856,-0x1.4dae1df8c1abcp+1,-0x1.3e0bbd854d346p+1,-0.5290353522827641,2.0616309700712008,-0x1.0eddb8c0f6f17p-1,0x1.07e3860c70333p+1,-2.6068761314994315,2.4610649331786534,-0x1.4dae1df8c1abcp+1,0x1.3b042cfcaad8dp+1,33,14,3,3,-9.1564985005736741e-09,6.0511221915264569e-09,-0x1.3a9d699e1b1a4p-27,0x1.9fd477a59d541p-28,-9.1559339466372966e-07,6.050554660762055e-07,-0x1.eb8e32ae0f988p-21,0x1.44d630a71e5a1p-21,0,0.0099999999989999998,0x0p+0,0x1.47ae147a548aep-7,1,1,3,100
flowstar_vdp_stock_reach_v1,stepwise,302,3.02,0x1.828f5c28f5c29p+1,0.01,0x1.47ae147ae147bp-7,2,-0.5551224040260242,-0.41467093107174069,-0x1.1c3900f523291p-1,-0x1.a89f7f1e3851p-2,-2.6200662333812459,-2.5172480326197886,-0x1.4f5e5490dcf93p+1,-0x1.42352efc02dbdp+1,-0.5551237039392789,-0.38894779609740365,-0x1.1c392c934ea34p-1,-0x1.8e4854c05bc6bp-2,-2.6204584178028067,-2.5021870472292576,-0x1.4f6b2e727ed7cp+1,-0x1.4047aa4829883p+1,-0.5551237039392789,2.0616309700712008,-0x1.1c392c934ea34p-1,0x1.07e3860c70333p+1,-2.6204584178028067,2.4610649331786534,-0x1.4f6b2e727ed7cp+1,0x1.3b042cfcaad8dp+1,33,14,3,3,-9.8000820612980023e-09,6.4295107765506463e-09,-0x1.50ba6ef5b0eep-27,0x1.b9d5265662ff5p-28,-9.7994923228249862e-07,6.4289178652478157e-07,-0x1.070d993559768p-20,0x1.59265fd47711fp-21,0,0.0099999999989999998,0x0p+0,0x1.47ae147a548aep-7,2,2,3,100
