branch_name,feature,status,evidence
codex/first-order-three-way-benchmark,tests,present,.gitignore;README.md;docs/flowstar_comparison.md;docs/order_and_vdp_flowstar_report.md;experiments/first_order_three_way/README.md;experiments/first_order_three_way/results/20260723T173852Z/environment.json;experiments/first_order_three_way/results/20260723T173852Z/environment.txt;experiments/first_order_three_way/run_all.sh
codex/first-order-three-way-benchmark,docs,present,.gitignore;README.md;comparisons/flowstar/README.md;comparisons/flowstar/compare_against_torch_tm.py;comparisons/flowstar/export_flowstar_model.py;comparisons/flowstar/parse_flowstar_output.py;comparisons/flowstar/run_flowstar.py;comparisons/flowstar/summarize_comparison.py
codex/first-order-three-way-benchmark,artifacts,present,.gitignore;README.md;comparisons/flowstar/compare_against_torch_tm.py;comparisons/flowstar/export_flowstar_model.py;comparisons/flowstar/run_flowstar.py;comparisons/flowstar/run_flowstar_case.py;docs/flowstar_benchmark_parity.md;docs/flowstar_local_plot_width_patch_inventory.md
codex/flowstar-kernel-alignment,interval core,present,src/torch_tm_flowpipe/interval.py
codex/flowstar-kernel-alignment,polynomial core,present,src/torch_tm_flowpipe/polynomial.py
codex/flowstar-kernel-alignment,TaylorModel core,present,src/torch_tm_flowpipe/taylor_model.py
codex/flowstar-kernel-alignment,one-step propagation,present,README.md;docs/flowstar_source_rescue_notes.md;docs/flowstar_width_control_source_map.md;examples/affine_controlled.py;examples/scalar_quadratic.py;examples/van_der_pol_short.py;experiments/flowstar_benchmark_failure_diagnostics.py;experiments/flowstar_benchmark_parity.py
codex/flowstar-kernel-alignment,range_only,present,comparisons/flowstar/README.md;comparisons/flowstar/compare_against_torch_tm.py;comparisons/flowstar/summarize_comparison.py;docs/algorithm.md;docs/flowstar_benchmark_parity.md;docs/flowstar_comparison.md;docs/flowstar_source_rescue_notes.md;docs/flowstar_vanderpol_pytorch_diagnostics_conclusion.md
codex/flowstar-kernel-alignment,dependency_preserving,present,README.md;comparisons/flowstar/README.md;comparisons/flowstar/compare_against_torch_tm.py;comparisons/flowstar/summarize_comparison.py;docs/algorithm.md;docs/flowstar_benchmark_parity.md;docs/flowstar_comparison.md;docs/flowstar_source_rescue_notes.md
codex/flowstar-kernel-alignment,Flowstar compatibility,present,.gitignore;README.md;comparisons/flowstar/README.md;comparisons/flowstar/__init__.py;comparisons/flowstar/build_flowstar_case.py;comparisons/flowstar/compare_against_torch_tm.py;comparisons/flowstar/configs/affine_controlled.yaml;comparisons/flowstar/configs/harmonic_oscillator.yaml
codex/flowstar-kernel-alignment,raw remainder compatibility,absent,
codex/flowstar-kernel-alignment,symbolic remainder queue,present,docs/flowstar_kernel_alignment_notes.md;docs/flowstar_source_rescue_notes.md;docs/flowstar_vanderpol_pytorch_diagnostics_conclusion.md;docs/flowstar_width_control_source_map.md;experiments/flowstar_benchmark_parity.py;experiments/flowstar_benchmark_symbolic_remainder_diagnostics.py;experiments/flowstar_style_failure_localization.py;experiments/flowstar_style_rescue_vanderpol.py
codex/flowstar-kernel-alignment,normalized insertion,absent,
codex/flowstar-kernel-alignment,step-trace probe,absent,
codex/flowstar-kernel-alignment,order-2 diagnostics,present,docs/order_and_vdp_flowstar_report.md;experiments/trajectory_visual_audit.py;outputs/README_RESULTS.md;outputs/final_audit_summary.md;outputs/flowstar_provenance_manifest.json;outputs/flowstar_provenance_manifest.md;outputs/order_and_vdp_flowstar_report.md;outputs/trajectory_audit/crosscheck_summary.csv
codex/flowstar-kernel-alignment,official/generated parity,present,comparisons/flowstar/README.md;comparisons/flowstar/compare_against_torch_tm.py;comparisons/flowstar/export_flowstar_model.py;comparisons/flowstar/run_flowstar.py;docs/flowstar_comparison.md;docs/flowstar_kernel_alignment_notes.md;docs/flowstar_vanderpol_pytorch_diagnostics_conclusion.md;experiments/flowstar_benchmark_parity.py
codex/flowstar-kernel-alignment,matched-basis study,absent,
codex/flowstar-kernel-alignment,common-contract study,absent,
codex/flowstar-kernel-alignment,three-tool deep study,absent,
codex/flowstar-kernel-alignment,runtime/Pareto,absent,
codex/flowstar-kernel-alignment,tests,present,.gitignore;README.md;docs/flowstar_comparison.md;docs/order_and_vdp_flowstar_report.md;outputs/README_RESULTS.md;outputs/final_audit_summary.md;outputs/order_and_vdp_flowstar_report.md;pyproject.toml
codex/flowstar-kernel-alignment,docs,present,.gitignore;README.md;comparisons/flowstar/README.md;comparisons/flowstar/compare_against_torch_tm.py;comparisons/flowstar/export_flowstar_model.py;comparisons/flowstar/parse_flowstar_output.py;comparisons/flowstar/run_flowstar.py;comparisons/flowstar/summarize_comparison.py
codex/flowstar-kernel-alignment,artifacts,present,.gitignore;README.md;comparisons/flowstar/compare_against_torch_tm.py;comparisons/flowstar/export_flowstar_model.py;comparisons/flowstar/run_flowstar.py;comparisons/flowstar/run_flowstar_case.py;docs/flowstar_benchmark_parity.md;docs/flowstar_source_rescue_notes.md
codex/flowstar-normalized-insertion,interval core,present,src/torch_tm_flowpipe/interval.py
codex/flowstar-normalized-insertion,polynomial core,present,src/torch_tm_flowpipe/polynomial.py
codex/flowstar-normalized-insertion,TaylorModel core,present,src/torch_tm_flowpipe/taylor_model.py
codex/flowstar-normalized-insertion,one-step propagation,present,README.md;docs/flowstar_normalized_insertion_source_map.md;docs/flowstar_source_rescue_notes.md;docs/flowstar_symbolic_remainder_semantics_map.md;docs/flowstar_width_control_source_map.md;examples/affine_controlled.py;examples/scalar_quadratic.py;examples/van_der_pol_short.py
codex/flowstar-normalized-insertion,range_only,present,comparisons/flowstar/README.md;comparisons/flowstar/compare_against_torch_tm.py;comparisons/flowstar/summarize_comparison.py;docs/algorithm.md;docs/flowstar_benchmark_parity.md;docs/flowstar_comparison.md;docs/flowstar_source_rescue_notes.md;docs/flowstar_vanderpol_pytorch_diagnostics_conclusion.md
codex/flowstar-normalized-insertion,dependency_preserving,present,README.md;comparisons/flowstar/README.md;comparisons/flowstar/compare_against_torch_tm.py;comparisons/flowstar/summarize_comparison.py;docs/algorithm.md;docs/flowstar_benchmark_parity.md;docs/flowstar_comparison.md;docs/flowstar_source_rescue_notes.md
codex/flowstar-normalized-insertion,Flowstar compatibility,present,.gitignore;README.md;comparisons/flowstar/README.md;comparisons/flowstar/__init__.py;comparisons/flowstar/build_flowstar_case.py;comparisons/flowstar/compare_against_torch_tm.py;comparisons/flowstar/configs/affine_controlled.yaml;comparisons/flowstar/configs/harmonic_oscillator.yaml
codex/flowstar-normalized-insertion,raw remainder compatibility,present,experiments/flowstar_internal_intermediate_ranges_audit.py;experiments/flowstar_probe/flowstar_vdp_step_trace_probe.cpp;experiments/flowstar_raw_ctrunc_residual_audit.py;experiments/flowstar_raw_remainder_partition_audit.py;experiments/flowstar_step_trace_compare.py;outputs/flowstar_internal_intermediate_ranges_audit/internal_intermediate_ranges_ledger.csv;outputs/flowstar_internal_intermediate_ranges_audit/internal_intermediate_ranges_report.md;outputs/flowstar_raw_ctrunc_residual_audit/raw_ctrunc_residual_ledger.csv
codex/flowstar-normalized-insertion,symbolic remainder queue,present,.gitignore;README.md;docs/flowstar_accepted_step_trace_plan.md;docs/flowstar_kernel_alignment_notes.md;docs/flowstar_normalized_insertion_source_map.md;docs/flowstar_right_map_scaling_source_map.md;docs/flowstar_source_queue_semantics_audit.md;docs/flowstar_source_rescue_notes.md
codex/flowstar-normalized-insertion,normalized insertion,present,.gitignore;README.md;docs/flowstar_accepted_step_trace_plan.md;docs/flowstar_horner_insertion_source_map.md;docs/flowstar_normalized_insertion_source_map.md;docs/flowstar_right_map_scaling_source_map.md;docs/flowstar_source_queue_semantics_audit.md;docs/flowstar_symbolic_queue_v2_audit_conclusion.md
codex/flowstar-normalized-insertion,step-trace probe,present,.gitignore;docs/flowstar_step_trace_divergence_report.md;experiments/flowstar_acceptance_predicate_audit.py;experiments/flowstar_box_lifecycle_alignment_audit.py;experiments/flowstar_endpoint_pre_center_source_audit.py;experiments/flowstar_internal_intermediate_ranges_audit.py;experiments/flowstar_picard_residual_source_audit.py;experiments/flowstar_raw_ctrunc_residual_audit.py
codex/flowstar-normalized-insertion,order-2 diagnostics,present,docs/order_and_vdp_flowstar_report.md;experiments/batched_tm_gpu_microbench.py;experiments/flowstar_vdp_width_trajectory_audit.py;experiments/trajectory_visual_audit.py;outputs/README_RESULTS.md;outputs/final_audit_summary.md;outputs/flowstar_provenance_manifest.json;outputs/flowstar_provenance_manifest.md
codex/flowstar-normalized-insertion,official/generated parity,present,comparisons/flowstar/README.md;comparisons/flowstar/compare_against_torch_tm.py;comparisons/flowstar/export_flowstar_model.py;comparisons/flowstar/run_flowstar.py;docs/flowstar_comparison.md;docs/flowstar_kernel_alignment_notes.md;docs/flowstar_vanderpol_pytorch_diagnostics_conclusion.md;experiments/flowstar_benchmark_parity.py
codex/flowstar-normalized-insertion,matched-basis study,absent,
codex/flowstar-normalized-insertion,common-contract study,absent,
codex/flowstar-normalized-insertion,three-tool deep study,absent,
codex/flowstar-normalized-insertion,runtime/Pareto,absent,
codex/flowstar-normalized-insertion,tests,present,.gitignore;README.md;docs/flowstar_comparison.md;docs/order_and_vdp_flowstar_report.md;experiments/flowstar_style_rescue_vanderpol.py;outputs/README_RESULTS.md;outputs/final_audit_summary.md;outputs/flowstar_normal_eval_h10/normal_eval_report.md
codex/flowstar-normalized-insertion,docs,present,.gitignore;README.md;comparisons/flowstar/README.md;comparisons/flowstar/compare_against_torch_tm.py;comparisons/flowstar/export_flowstar_model.py;comparisons/flowstar/parse_flowstar_output.py;comparisons/flowstar/run_flowstar.py;comparisons/flowstar/summarize_comparison.py
codex/flowstar-normalized-insertion,artifacts,present,.gitignore;README.md;comparisons/flowstar/compare_against_torch_tm.py;comparisons/flowstar/export_flowstar_model.py;comparisons/flowstar/run_flowstar.py;comparisons/flowstar/run_flowstar_case.py;docs/flowstar_benchmark_parity.md;docs/flowstar_local_plot_width_patch_inventory.md
codex/flowstar-raw-remainder-compat,interval core,present,src/torch_tm_flowpipe/interval.py
codex/flowstar-raw-remainder-compat,polynomial core,present,src/torch_tm_flowpipe/polynomial.py
codex/flowstar-raw-remainder-compat,TaylorModel core,present,src/torch_tm_flowpipe/taylor_model.py
codex/flowstar-raw-remainder-compat,one-step propagation,present,README.md;docs/flowstar_normalized_insertion_source_map.md;docs/flowstar_source_rescue_notes.md;docs/flowstar_symbolic_remainder_semantics_map.md;docs/flowstar_width_control_source_map.md;examples/affine_controlled.py;examples/scalar_quadratic.py;examples/van_der_pol_short.py
codex/flowstar-raw-remainder-compat,range_only,present,comparisons/flowstar/README.md;comparisons/flowstar/compare_against_torch_tm.py;comparisons/flowstar/summarize_comparison.py;docs/algorithm.md;docs/flowstar_benchmark_parity.md;docs/flowstar_comparison.md;docs/flowstar_source_rescue_notes.md;docs/flowstar_vanderpol_pytorch_diagnostics_conclusion.md
codex/flowstar-raw-remainder-compat,dependency_preserving,present,README.md;comparisons/flowstar/README.md;comparisons/flowstar/compare_against_torch_tm.py;comparisons/flowstar/summarize_comparison.py;docs/algorithm.md;docs/flowstar_benchmark_parity.md;docs/flowstar_comparison.md;docs/flowstar_source_rescue_notes.md
codex/flowstar-raw-remainder-compat,Flowstar compatibility,present,.gitignore;README.md;comparisons/flowstar/README.md;comparisons/flowstar/__init__.py;comparisons/flowstar/build_flowstar_case.py;comparisons/flowstar/compare_against_torch_tm.py;comparisons/flowstar/configs/affine_controlled.yaml;comparisons/flowstar/configs/harmonic_oscillator.yaml
codex/flowstar-raw-remainder-compat,raw remainder compatibility,present,docs/flowstar_raw_remainder_compat_plan.md;experiments/flowstar_internal_intermediate_ranges_audit.py;experiments/flowstar_probe/flowstar_vdp_step_trace_probe.cpp;experiments/flowstar_raw_ctrunc_residual_audit.py;experiments/flowstar_raw_remainder_compat_attempt_sequence.py;experiments/flowstar_raw_remainder_compat_experiment.py;experiments/flowstar_raw_remainder_compat_h10_right_map_centering.py;experiments/flowstar_raw_remainder_compat_h10_right_map_centering_handoff.py
codex/flowstar-raw-remainder-compat,symbolic remainder queue,present,.gitignore;README.md;docs/flowstar_accepted_step_trace_plan.md;docs/flowstar_kernel_alignment_notes.md;docs/flowstar_normalized_insertion_source_map.md;docs/flowstar_raw_remainder_compat_plan.md;docs/flowstar_right_map_scaling_source_map.md;docs/flowstar_source_queue_semantics_audit.md
codex/flowstar-raw-remainder-compat,normalized insertion,present,.gitignore;README.md;docs/flowstar_accepted_step_trace_plan.md;docs/flowstar_horner_insertion_source_map.md;docs/flowstar_normalized_insertion_source_map.md;docs/flowstar_right_map_scaling_source_map.md;docs/flowstar_source_queue_semantics_audit.md;docs/flowstar_symbolic_queue_v2_audit_conclusion.md
codex/flowstar-raw-remainder-compat,step-trace probe,present,.gitignore;docs/flowstar_adaptive_step_policy_audit.md;docs/flowstar_step_trace_divergence_report.md;experiments/flowstar_acceptance_predicate_audit.py;experiments/flowstar_box_lifecycle_alignment_audit.py;experiments/flowstar_endpoint_pre_center_source_audit.py;experiments/flowstar_internal_intermediate_ranges_audit.py;experiments/flowstar_picard_residual_source_audit.py
codex/flowstar-raw-remainder-compat,order-2 diagnostics,present,docs/order_and_vdp_flowstar_report.md;experiments/batched_tm_gpu_microbench.py;experiments/flowstar_vdp_width_trajectory_audit.py;experiments/trajectory_visual_audit.py;outputs/README_RESULTS.md;outputs/final_audit_summary.md;outputs/flowstar_provenance_manifest.json;outputs/flowstar_provenance_manifest.md
codex/flowstar-raw-remainder-compat,official/generated parity,present,comparisons/flowstar/README.md;comparisons/flowstar/compare_against_torch_tm.py;comparisons/flowstar/export_flowstar_model.py;comparisons/flowstar/run_flowstar.py;docs/flowstar_comparison.md;docs/flowstar_kernel_alignment_notes.md;docs/flowstar_vanderpol_pytorch_diagnostics_conclusion.md;experiments/flowstar_benchmark_parity.py
codex/flowstar-raw-remainder-compat,matched-basis study,absent,
codex/flowstar-raw-remainder-compat,common-contract study,absent,
codex/flowstar-raw-remainder-compat,three-tool deep study,absent,
codex/flowstar-raw-remainder-compat,runtime/Pareto,absent,
codex/flowstar-raw-remainder-compat,tests,present,.gitignore;README.md;docs/flowstar_comparison.md;docs/order_and_vdp_flowstar_report.md;experiments/flowstar_style_rescue_vanderpol.py;outputs/README_RESULTS.md;outputs/final_audit_summary.md;outputs/flowstar_normal_eval_h10/normal_eval_report.md
codex/flowstar-raw-remainder-compat,docs,present,.gitignore;README.md;comparisons/flowstar/README.md;comparisons/flowstar/compare_against_torch_tm.py;comparisons/flowstar/export_flowstar_model.py;comparisons/flowstar/parse_flowstar_output.py;comparisons/flowstar/run_flowstar.py;comparisons/flowstar/summarize_comparison.py
codex/flowstar-raw-remainder-compat,artifacts,present,.gitignore;README.md;comparisons/flowstar/compare_against_torch_tm.py;comparisons/flowstar/export_flowstar_model.py;comparisons/flowstar/run_flowstar.py;comparisons/flowstar/run_flowstar_case.py;docs/flowstar_benchmark_parity.md;docs/flowstar_local_plot_width_patch_inventory.md
codex/three-way-common-contract-comparison,interval core,present,src/torch_tm_flowpipe/interval.py
codex/three-way-common-contract-comparison,polynomial core,present,src/torch_tm_flowpipe/polynomial.py
codex/three-way-common-contract-comparison,TaylorModel core,present,src/torch_tm_flowpipe/taylor_model.py
codex/three-way-common-contract-comparison,one-step propagation,present,README.md;docs/flowstar_normalized_insertion_source_map.md;docs/flowstar_source_rescue_notes.md;docs/flowstar_symbolic_remainder_semantics_map.md;docs/flowstar_width_control_source_map.md;examples/affine_controlled.py;examples/scalar_quadratic.py;examples/van_der_pol_short.py
codex/three-way-common-contract-comparison,range_only,present,comparisons/flowstar/README.md;comparisons/flowstar/compare_against_torch_tm.py;comparisons/flowstar/summarize_comparison.py;docs/algorithm.md;docs/flowstar_benchmark_parity.md;docs/flowstar_comparison.md;docs/flowstar_source_rescue_notes.md;docs/flowstar_vanderpol_pytorch_diagnostics_conclusion.md
codex/three-way-common-contract-comparison,dependency_preserving,present,README.md;comparisons/flowstar/README.md;comparisons/flowstar/compare_against_torch_tm.py;comparisons/flowstar/summarize_comparison.py;docs/algorithm.md;docs/flowstar_benchmark_parity.md;docs/flowstar_comparison.md;docs/flowstar_source_rescue_notes.md
codex/three-way-common-contract-comparison,Flowstar compatibility,present,.gitignore;README.md;comparisons/flowstar/README.md;comparisons/flowstar/__init__.py;comparisons/flowstar/build_flowstar_case.py;comparisons/flowstar/compare_against_torch_tm.py;comparisons/flowstar/configs/affine_controlled.yaml;comparisons/flowstar/configs/harmonic_oscillator.yaml
codex/three-way-common-contract-comparison,raw remainder compatibility,present,docs/flowstar_raw_remainder_compat_plan.md;experiments/first_order_three_way/results/20260723T173852Z/environment.json;experiments/first_order_three_way/results/20260723T173852Z/environment.txt;experiments/flowstar_internal_intermediate_ranges_audit.py;experiments/flowstar_probe/flowstar_vdp_step_trace_probe.cpp;experiments/flowstar_raw_ctrunc_residual_audit.py;experiments/flowstar_raw_remainder_compat_attempt_sequence.py;experiments/flowstar_raw_remainder_compat_experiment.py
codex/three-way-common-contract-comparison,symbolic remainder queue,present,.gitignore;README.md;docs/flowstar_accepted_step_trace_plan.md;docs/flowstar_kernel_alignment_notes.md;docs/flowstar_normalized_insertion_source_map.md;docs/flowstar_raw_remainder_compat_plan.md;docs/flowstar_right_map_scaling_source_map.md;docs/flowstar_source_queue_semantics_audit.md
codex/three-way-common-contract-comparison,normalized insertion,present,.gitignore;README.md;docs/flowstar_accepted_step_trace_plan.md;docs/flowstar_horner_insertion_source_map.md;docs/flowstar_normalized_insertion_source_map.md;docs/flowstar_right_map_scaling_source_map.md;docs/flowstar_source_queue_semantics_audit.md;docs/flowstar_symbolic_queue_v2_audit_conclusion.md
codex/three-way-common-contract-comparison,step-trace probe,present,.gitignore;docs/flowstar_adaptive_step_policy_audit.md;docs/flowstar_step_trace_divergence_report.md;experiments/flowstar_acceptance_predicate_audit.py;experiments/flowstar_box_lifecycle_alignment_audit.py;experiments/flowstar_endpoint_pre_center_source_audit.py;experiments/flowstar_internal_intermediate_ranges_audit.py;experiments/flowstar_picard_residual_source_audit.py
codex/three-way-common-contract-comparison,order-2 diagnostics,present,docs/order_and_vdp_flowstar_report.md;experiments/batched_tm_gpu_microbench.py;experiments/first_order_followup/FLOWSTAR_EXTRACTION_AUDIT.md;experiments/first_order_followup/generate_artifacts.py;experiments/first_order_followup/results/20260724T043709Z/correctness_checks.json;experiments/first_order_followup/results/20260724T043709Z/flowstar_summary.json;experiments/first_order_followup/results/20260724T043709Z/raw_results.csv;experiments/first_order_followup/results/20260724T043709Z/run_summary.csv
codex/three-way-common-contract-comparison,official/generated parity,present,comparisons/flowstar/README.md;comparisons/flowstar/compare_against_torch_tm.py;comparisons/flowstar/export_flowstar_model.py;comparisons/flowstar/run_flowstar.py;docs/flowstar_comparison.md;docs/flowstar_kernel_alignment_notes.md;docs/flowstar_vanderpol_pytorch_diagnostics_conclusion.md;experiments/flowstar_benchmark_parity.py
codex/three-way-common-contract-comparison,matched-basis study,present,experiments/first_order_followup/generate_artifacts.py;experiments/first_order_followup/results/20260724T043709Z/correctness_checks.json;experiments/first_order_followup/results/20260724T043709Z/environment.json;experiments/first_order_followup/results/20260724T043709Z/raw_results.csv;experiments/first_order_followup/results/20260724T043709Z/run_summary.csv;experiments/first_order_followup/results/20260724T043709Z/torch_summary.json;experiments/first_order_followup/run_torch_followup.py
codex/three-way-common-contract-comparison,common-contract study,present,experiments/three_way_common_contract/README.md;experiments/three_way_common_contract/benchmark_spec.yaml;experiments/three_way_common_contract/common.py;experiments/three_way_common_contract/generate_report.py;experiments/three_way_common_contract/launch_background.sh;experiments/three_way_common_contract/results/20260724T132534Z/benchmark_spec.yaml;experiments/three_way_common_contract/results/20260724T132534Z/logs/report.log;experiments/three_way_common_contract/results/20260724T132534Z/three_way_common_contract_report.md
codex/three-way-common-contract-comparison,three-tool deep study,absent,
codex/three-way-common-contract-comparison,runtime/Pareto,absent,
codex/three-way-common-contract-comparison,tests,present,.gitignore;README.md;docs/flowstar_comparison.md;docs/order_and_vdp_flowstar_report.md;experiments/first_order_followup/results/20260724T043709Z/VALIDATION.md;experiments/first_order_followup/run_all.sh;experiments/first_order_followup/run_smoke.sh;experiments/first_order_followup/tests/test_diffreach_parity.py
codex/three-way-common-contract-comparison,docs,present,.gitignore;README.md;comparisons/flowstar/README.md;comparisons/flowstar/compare_against_torch_tm.py;comparisons/flowstar/export_flowstar_model.py;comparisons/flowstar/parse_flowstar_output.py;comparisons/flowstar/run_flowstar.py;comparisons/flowstar/summarize_comparison.py
codex/three-way-common-contract-comparison,artifacts,present,.gitignore;README.md;comparisons/flowstar/compare_against_torch_tm.py;comparisons/flowstar/export_flowstar_model.py;comparisons/flowstar/run_flowstar.py;comparisons/flowstar/run_flowstar_case.py;docs/flowstar_benchmark_parity.md;docs/flowstar_local_plot_width_patch_inventory.md
codex/three-way-comparison-correctness-repair,interval core,present,src/torch_tm_flowpipe/interval.py
codex/three-way-comparison-correctness-repair,polynomial core,present,src/torch_tm_flowpipe/polynomial.py
codex/three-way-comparison-correctness-repair,TaylorModel core,present,src/torch_tm_flowpipe/taylor_model.py
codex/three-way-comparison-correctness-repair,one-step propagation,present,README.md;docs/flowstar_normalized_insertion_source_map.md;docs/flowstar_source_rescue_notes.md;docs/flowstar_symbolic_remainder_semantics_map.md;docs/flowstar_width_control_source_map.md;examples/affine_controlled.py;examples/scalar_quadratic.py;examples/van_der_pol_short.py
codex/three-way-comparison-correctness-repair,range_only,present,comparisons/flowstar/README.md;comparisons/flowstar/compare_against_torch_tm.py;comparisons/flowstar/summarize_comparison.py;docs/algorithm.md;docs/flowstar_benchmark_parity.md;docs/flowstar_comparison.md;docs/flowstar_source_rescue_notes.md;docs/flowstar_vanderpol_pytorch_diagnostics_conclusion.md
codex/three-way-comparison-correctness-repair,dependency_preserving,present,README.md;comparisons/flowstar/README.md;comparisons/flowstar/compare_against_torch_tm.py;comparisons/flowstar/summarize_comparison.py;docs/algorithm.md;docs/flowstar_benchmark_parity.md;docs/flowstar_comparison.md;docs/flowstar_source_rescue_notes.md
codex/three-way-comparison-correctness-repair,Flowstar compatibility,present,.gitignore;README.md;comparisons/flowstar/README.md;comparisons/flowstar/__init__.py;comparisons/flowstar/build_flowstar_case.py;comparisons/flowstar/compare_against_torch_tm.py;comparisons/flowstar/configs/affine_controlled.yaml;comparisons/flowstar/configs/harmonic_oscillator.yaml
codex/three-way-comparison-correctness-repair,raw remainder compatibility,present,docs/flowstar_raw_remainder_compat_plan.md;experiments/first_order_three_way/results/20260723T173852Z/environment.json;experiments/first_order_three_way/results/20260723T173852Z/environment.txt;experiments/flowstar_internal_intermediate_ranges_audit.py;experiments/flowstar_probe/flowstar_vdp_step_trace_probe.cpp;experiments/flowstar_raw_ctrunc_residual_audit.py;experiments/flowstar_raw_remainder_compat_attempt_sequence.py;experiments/flowstar_raw_remainder_compat_experiment.py
codex/three-way-comparison-correctness-repair,symbolic remainder queue,present,.gitignore;README.md;docs/flowstar_accepted_step_trace_plan.md;docs/flowstar_kernel_alignment_notes.md;docs/flowstar_normalized_insertion_source_map.md;docs/flowstar_raw_remainder_compat_plan.md;docs/flowstar_right_map_scaling_source_map.md;docs/flowstar_source_queue_semantics_audit.md
codex/three-way-comparison-correctness-repair,normalized insertion,present,.gitignore;README.md;docs/flowstar_accepted_step_trace_plan.md;docs/flowstar_horner_insertion_source_map.md;docs/flowstar_normalized_insertion_source_map.md;docs/flowstar_right_map_scaling_source_map.md;docs/flowstar_source_queue_semantics_audit.md;docs/flowstar_symbolic_queue_v2_audit_conclusion.md
codex/three-way-comparison-correctness-repair,step-trace probe,present,.gitignore;docs/flowstar_adaptive_step_policy_audit.md;docs/flowstar_step_trace_divergence_report.md;experiments/flowstar_acceptance_predicate_audit.py;experiments/flowstar_box_lifecycle_alignment_audit.py;experiments/flowstar_endpoint_pre_center_source_audit.py;experiments/flowstar_internal_intermediate_ranges_audit.py;experiments/flowstar_picard_residual_source_audit.py
codex/three-way-comparison-correctness-repair,order-2 diagnostics,present,docs/order_and_vdp_flowstar_report.md;experiments/batched_tm_gpu_microbench.py;experiments/first_order_followup/FLOWSTAR_EXTRACTION_AUDIT.md;experiments/first_order_followup/generate_artifacts.py;experiments/first_order_followup/results/20260724T043709Z/correctness_checks.json;experiments/first_order_followup/results/20260724T043709Z/flowstar_summary.json;experiments/first_order_followup/results/20260724T043709Z/raw_results.csv;experiments/first_order_followup/results/20260724T043709Z/run_summary.csv
codex/three-way-comparison-correctness-repair,official/generated parity,present,comparisons/flowstar/README.md;comparisons/flowstar/compare_against_torch_tm.py;comparisons/flowstar/export_flowstar_model.py;comparisons/flowstar/run_flowstar.py;docs/flowstar_comparison.md;docs/flowstar_kernel_alignment_notes.md;docs/flowstar_vanderpol_pytorch_diagnostics_conclusion.md;experiments/flowstar_benchmark_parity.py
codex/three-way-comparison-correctness-repair,matched-basis study,present,experiments/first_order_followup/generate_artifacts.py;experiments/first_order_followup/results/20260724T043709Z/correctness_checks.json;experiments/first_order_followup/results/20260724T043709Z/environment.json;experiments/first_order_followup/results/20260724T043709Z/raw_results.csv;experiments/first_order_followup/results/20260724T043709Z/run_summary.csv;experiments/first_order_followup/results/20260724T043709Z/torch_summary.json;experiments/first_order_followup/run_torch_followup.py;experiments/three_way_comparison_repair/results/20260728T140456Z/repository_state.txt
codex/three-way-comparison-correctness-repair,common-contract study,present,experiments/three_way_common_contract/README.md;experiments/three_way_common_contract/benchmark_spec.yaml;experiments/three_way_common_contract/common.py;experiments/three_way_common_contract/generate_report.py;experiments/three_way_common_contract/launch_background.sh;experiments/three_way_common_contract/results/20260724T132534Z/benchmark_spec.yaml;experiments/three_way_common_contract/results/20260724T132534Z/logs/report.log;experiments/three_way_common_contract/results/20260724T132534Z/three_way_common_contract_report.md
codex/three-way-comparison-correctness-repair,three-tool deep study,absent,
codex/three-way-comparison-correctness-repair,runtime/Pareto,absent,
codex/three-way-comparison-correctness-repair,tests,present,.gitignore;README.md;docs/flowstar_comparison.md;docs/order_and_vdp_flowstar_report.md;experiments/first_order_followup/results/20260724T043709Z/VALIDATION.md;experiments/first_order_followup/run_all.sh;experiments/first_order_followup/run_smoke.sh;experiments/first_order_followup/tests/test_diffreach_parity.py
codex/three-way-comparison-correctness-repair,docs,present,.gitignore;README.md;comparisons/flowstar/README.md;comparisons/flowstar/compare_against_torch_tm.py;comparisons/flowstar/export_flowstar_model.py;comparisons/flowstar/parse_flowstar_output.py;comparisons/flowstar/run_flowstar.py;comparisons/flowstar/summarize_comparison.py
codex/three-way-comparison-correctness-repair,artifacts,present,.gitignore;README.md;comparisons/flowstar/compare_against_torch_tm.py;comparisons/flowstar/export_flowstar_model.py;comparisons/flowstar/run_flowstar.py;comparisons/flowstar/run_flowstar_case.py;docs/flowstar_benchmark_parity.md;docs/flowstar_local_plot_width_patch_inventory.md
codex/torch-flowstar-diffreach-deep-study,interval core,present,src/torch_tm_flowpipe/interval.py
codex/torch-flowstar-diffreach-deep-study,polynomial core,present,src/torch_tm_flowpipe/polynomial.py
codex/torch-flowstar-diffreach-deep-study,TaylorModel core,present,src/torch_tm_flowpipe/taylor_model.py
codex/torch-flowstar-diffreach-deep-study,one-step propagation,present,README.md;docs/flowstar_normalized_insertion_source_map.md;docs/flowstar_source_rescue_notes.md;docs/flowstar_symbolic_remainder_semantics_map.md;docs/flowstar_width_control_source_map.md;examples/affine_controlled.py;examples/scalar_quadratic.py;examples/van_der_pol_short.py
codex/torch-flowstar-diffreach-deep-study,range_only,present,comparisons/flowstar/README.md;comparisons/flowstar/compare_against_torch_tm.py;comparisons/flowstar/summarize_comparison.py;docs/algorithm.md;docs/flowstar_benchmark_parity.md;docs/flowstar_comparison.md;docs/flowstar_source_rescue_notes.md;docs/flowstar_vanderpol_pytorch_diagnostics_conclusion.md
