path,purpose,source_or_generated,active_or_legacy,entrypoint_or_library,imports_or_callers,tests,artifact_inputs,artifact_outputs,replacement,classification,recommended_action,size_bytes,sha256
audits/repository_consolidation/20260730T083258Z/06_smoke/canonical-smoke-20260730-v4/logs/collect.log,versioned repository path; see architecture/history registry,generated,legacy,library_or_evidence,not_applicable,self_or_not_applicable,explicit paths only,none_known,docs/history or current registries,historical_provenance,retain,703,2161dcaf81564fb01918f57acd4f108388d5fdf26c8e8fa4af13cc73c1fe0e6d
audits/repository_consolidation/20260730T083258Z/06_smoke/canonical-smoke-20260730-v4/logs/diffreach.log,versioned repository path; see architecture/history registry,generated,legacy,library_or_evidence,not_applicable,self_or_not_applicable,explicit paths only,none_known,docs/history or current registries,historical_provenance,retain,521,884b877073e814af342ecba93b4d024a3b7bc95ec4d980632e5f4ccb5a39b9d8
audits/repository_consolidation/20260730T083258Z/06_smoke/canonical-smoke-20260730-v4/logs/flowstar/root_cause_order4_selected_native_representation_coupled_quadratic_h0.005_T0.015_o4_r0.0001_c1e-15_p53/compile.stderr.txt,versioned repository path; see architecture/history registry,generated,legacy,library_or_evidence,not_applicable,self_or_not_applicable,explicit paths only,none_known,docs/history or current registries,historical_provenance,retain,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
audits/repository_consolidation/20260730T083258Z/06_smoke/canonical-smoke-20260730-v4/logs/flowstar/root_cause_order4_selected_native_representation_coupled_quadratic_h0.005_T0.015_o4_r0.0001_c1e-15_p53/compile.stdout.txt,versioned repository path; see architecture/history registry,generated,legacy,library_or_evidence,not_applicable,self_or_not_applicable,explicit paths only,none_known,docs/history or current registries,historical_provenance,retain,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
audits/repository_consolidation/20260730T083258Z/06_smoke/canonical-smoke-20260730-v4/logs/flowstar/root_cause_order4_selected_native_representation_coupled_quadratic_h0.005_T0.015_o4_r0.0001_c1e-15_p53/repair.cpp,versioned repository path; see architecture/history registry,generated,legacy,library_or_evidence,not_applicable,self_or_not_applicable,explicit paths only,none_known,docs/history or current registries,historical_provenance,retain,4118,aeb16a2d14f009f106042b5cc19c9e0df3742f9edee2a8d933f719b428af93b6
audits/repository_consolidation/20260730T083258Z/06_smoke/canonical-smoke-20260730-v4/logs/flowstar/root_cause_order4_selected_native_representation_coupled_quadratic_h0.005_T0.015_o4_r0.0001_c1e-15_p53/run.stderr.txt,versioned repository path; see architecture/history registry,generated,legacy,library_or_evidence,not_applicable,self_or_not_applicable,explicit paths only,none_known,docs/history or current registries,historical_provenance,retain,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
audits/repository_consolidation/20260730T083258Z/06_smoke/canonical-smoke-20260730-v4/logs/flowstar/root_cause_order4_selected_native_representation_coupled_quadratic_h0.005_T0.015_o4_r0.0001_c1e-15_p53/run.stdout.txt,versioned repository path; see architecture/history registry,generated,legacy,library_or_evidence,not_applicable,self_or_not_applicable,explicit paths only,none_known,docs/history or current registries,historical_provenance,retain,29638,aca70d1fdb2656dd282d7902d4a8f457fdf486e4deb240a1c235b51c2d559d0d
audits/repository_consolidation/20260730T083258Z/06_smoke/canonical-smoke-20260730-v4/logs/flowstar/root_cause_order4_selected_native_representation_harmonic_h0.01_T0.03_o4_r0.001_c1e-15_p53/compile.stderr.txt,versioned repository path; see architecture/history registry,generated,legacy,library_or_evidence,not_applicable,self_or_not_applicable,explicit paths only,none_known,docs/history or current registries,historical_provenance,retain,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
audits/repository_consolidation/20260730T083258Z/06_smoke/canonical-smoke-20260730-v4/logs/flowstar/root_cause_order4_selected_native_representation_harmonic_h0.01_T0.03_o4_r0.001_c1e-15_p53/compile.stdout.txt,versioned repository path; see architecture/history registry,generated,legacy,library_or_evidence,not_applicable,self_or_not_applicable,explicit paths only,none_known,docs/history or current registries,historical_provenance,retain,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
audits/repository_consolidation/20260730T083258Z/06_smoke/canonical-smoke-20260730-v4/logs/flowstar/root_cause_order4_selected_native_representation_harmonic_h0.01_T0.03_o4_r0.001_c1e-15_p53/repair.cpp,versioned repository path; see architecture/history registry,generated,legacy,library_or_evidence,not_applicable,self_or_not_applicable,explicit paths only,none_known,docs/history or current registries,historical_provenance,retain,4104,c04a3798abfc55b994fc6adfe394da4fc46b8eecafedc28ebf0ef9f7705558d7
audits/repository_consolidation/20260730T083258Z/06_smoke/canonical-smoke-20260730-v4/logs/flowstar/root_cause_order4_selected_native_representation_harmonic_h0.01_T0.03_o4_r0.001_c1e-15_p53/run.stderr.txt,versioned repository path; see architecture/history registry,generated,legacy,library_or_evidence,not_applicable,self_or_not_applicable,explicit paths only,none_known,docs/history or current registries,historical_provenance,retain,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
audits/repository_consolidation/20260730T083258Z/06_smoke/canonical-smoke-20260730-v4/logs/flowstar/root_cause_order4_selected_native_representation_harmonic_h0.01_T0.03_o4_r0.001_c1e-15_p53/run.stdout.txt,versioned repository path; see architecture/history registry,generated,legacy,library_or_evidence,not_applicable,self_or_not_applicable,explicit paths only,none_known,docs/history or current registries,historical_provenance,retain,55092,053d05dd8de2b47dcb664992c636895e363f98c8d9e63a898cf92fd86d7010fa
audits/repository_consolidation/20260730T083258Z/06_smoke/canonical-smoke-20260730-v4/logs/flowstar/root_cause_order4_selected_native_representation_riccati_h0.01_T0.03_o4_r0.0001_c1e-15_p53/compile.stderr.txt,versioned repository path; see architecture/history registry,generated,legacy,library_or_evidence,not_applicable,self_or_not_applicable,explicit paths only,none_known,docs/history or current registries,historical_provenance,retain,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
audits/repository_consolidation/20260730T083258Z/06_smoke/canonical-smoke-20260730-v4/logs/flowstar/root_cause_order4_selected_native_representation_riccati_h0.01_T0.03_o4_r0.0001_c1e-15_p53/compile.stdout.txt,versioned repository path; see architecture/history registry,generated,legacy,library_or_evidence,not_applicable,self_or_not_applicable,explicit paths only,none_known,docs/history or current registries,historical_provenance,retain,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
audits/repository_consolidation/20260730T083258Z/06_smoke/canonical-smoke-20260730-v4/logs/flowstar/root_cause_order4_selected_native_representation_riccati_h0.01_T0.03_o4_r0.0001_c1e-15_p53/repair.cpp,versioned repository path; see architecture/history registry,generated,legacy,library_or_evidence,not_applicable,self_or_not_applicable,explicit paths only,none_known,docs/history or current registries,historical_provenance,retain,3957,cecc5e1727feeba3119edd0c7c2842fbfe58829f72ed445b326c697d53351c09
audits/repository_consolidation/20260730T083258Z/06_smoke/canonical-smoke-20260730-v4/logs/flowstar/root_cause_order4_selected_native_representation_riccati_h0.01_T0.03_o4_r0.0001_c1e-15_p53/run.stderr.txt,versioned repository path; see architecture/history registry,generated,legacy,library_or_evidence,not_applicable,self_or_not_applicable,explicit paths only,none_known,docs/history or current registries,historical_provenance,retain,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
audits/repository_consolidation/20260730T083258Z/06_smoke/canonical-smoke-20260730-v4/logs/flowstar/root_cause_order4_selected_native_representation_riccati_h0.01_T0.03_o4_r0.0001_c1e-15_p53/run.stdout.txt,versioned repository path; see architecture/history registry,generated,legacy,library_or_evidence,not_applicable,self_or_not_applicable,explicit paths only,none_known,docs/history or current registries,historical_provenance,retain,13829,b7a80b5de7ec788d5606c717fa3db96100056387976f46c08f9dea9495b907f2
audits/repository_consolidation/20260730T083258Z/06_smoke/canonical-smoke-20260730-v4/logs/flowstar/root_cause_order4_selected_native_representation_van_der_pol_h0.005_T0.015_o4_r0.01_c1e-15_p53/compile.stderr.txt,versioned repository path; see architecture/history registry,generated,legacy,library_or_evidence,not_applicable,self_or_not_applicable,explicit paths only,none_known,docs/history or current registries,historical_provenance,retain,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
audits/repository_consolidation/20260730T083258Z/06_smoke/canonical-smoke-20260730-v4/logs/flowstar/root_cause_order4_selected_native_representation_van_der_pol_h0.005_T0.015_o4_r0.01_c1e-15_p53/compile.stdout.txt,versioned repository path; see architecture/history registry,generated,legacy,library_or_evidence,not_applicable,self_or_not_applicable,explicit paths only,none_known,docs/history or current registries,historical_provenance,retain,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
audits/repository_consolidation/20260730T083258Z/06_smoke/canonical-smoke-20260730-v4/logs/flowstar/root_cause_order4_selected_native_representation_van_der_pol_h0.005_T0.015_o4_r0.01_c1e-15_p53/repair.cpp,versioned repository path; see architecture/history registry,generated,legacy,library_or_evidence,not_applicable,self_or_not_applicable,explicit paths only,none_known,docs/history or current registries,historical_provenance,retain,4186,de7de0b462462d7d0818fb6fb32e5ed2bbeda2c7985d0b585644bee653caac2c
audits/repository_consolidation/20260730T083258Z/06_smoke/canonical-smoke-20260730-v4/logs/flowstar/root_cause_order4_selected_native_representation_van_der_pol_h0.005_T0.015_o4_r0.01_c1e-15_p53/run.stderr.txt,versioned repository path; see architecture/history registry,generated,legacy,library_or_evidence,not_applicable,self_or_not_applicable,explicit paths only,none_known,docs/history or current registries,historical_provenance,retain,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
audits/repository_consolidation/20260730T083258Z/06_smoke/canonical-smoke-20260730-v4/logs/flowstar/root_cause_order4_selected_native_representation_van_der_pol_h0.005_T0.015_o4_r0.01_c1e-15_p53/run.stdout.txt,versioned repository path; see architecture/history registry,generated,legacy,library_or_evidence,not_applicable,self_or_not_applicable,explicit paths only,none_known,docs/history or current registries,historical_provenance,retain,32601,d0a2df0194ed8d7dfade624b4518eddd32354210284d0ab0092751e20e5267ca
audits/repository_consolidation/20260730T083258Z/06_smoke/canonical-smoke-20260730-v4/logs/flowstar.log,versioned repository path; see architecture/history registry,generated,legacy,library_or_evidence,not_applicable,self_or_not_applicable,explicit paths only,none_known,docs/history or current registries,historical_provenance,retain,481,323af57bbd488c204ce6585378e3bab825999db01ca5676657d63011ae9d882b
audits/repository_consolidation/20260730T083258Z/06_smoke/canonical-smoke-20260730-v4/logs/torch.log,versioned repository path; see architecture/history registry,generated,legacy,library_or_evidence,not_applicable,self_or_not_applicable,explicit paths only,none_known,docs/history or current registries,historical_provenance,retain,478,b74f30d401cee49839d48ba39f4a1169a41b264cf32fd93ab62ef18a7bfd71b5
audits/repository_consolidation/20260730T083258Z/06_smoke/canonical-smoke-20260730-v4/native_pareto_excluded.csv,versioned repository path; see architecture/history registry,generated,legacy,library_or_evidence,not_applicable,self_or_not_applicable,explicit paths only,none_known,docs/history or current registries,historical_provenance,retain,9195,78104178c4f7c5300c93a9de2207fd7c00c9cd37b8855f9f715ba67a885c229a
audits/repository_consolidation/20260730T083258Z/06_smoke/canonical-smoke-20260730-v4/native_pareto_exploratory.csv,versioned repository path; see architecture/history registry,generated,legacy,library_or_evidence,not_applicable,self_or_not_applicable,explicit paths only,none_known,docs/history or current registries,historical_provenance,retain,1,01ba4719c80b6fe911b091a7c05124b64eeece964e09c058ef8f9805daca546b
audits/repository_consolidation/20260730T083258Z/06_smoke/canonical-smoke-20260730-v4/native_pareto_summary.csv,versioned repository path; see architecture/history registry,generated,legacy,library_or_evidence,not_applicable,self_or_not_applicable,explicit paths only,none_known,docs/history or current registries,historical_provenance,retain,1,01ba4719c80b6fe911b091a7c05124b64eeece964e09c058ef8f9805daca546b
audits/repository_consolidation/20260730T083258Z/06_smoke/canonical-smoke-20260730-v4/pareto_checks.json,versioned repository path; see architecture/history registry,generated,legacy,library_or_evidence,not_applicable,self_or_not_applicable,explicit paths only,none_known,docs/history or current registries,historical_provenance,retain,285,9475470c02c3c0058044e748ac19a63a0a290ab8396ab7fe23db8a30f47a471c
audits/repository_consolidation/20260730T083258Z/06_smoke/canonical-smoke-20260730-v4/pareto_repetitions_diffreach.csv,versioned repository path; see architecture/history registry,generated,legacy,library_or_evidence,not_applicable,self_or_not_applicable,explicit paths only,none_known,docs/history or current registries,historical_provenance,retain,4132,2b495fcc513f2b9ce61f629a97012e0831f4a6d56179f26f675df6f3819c1b01
audits/repository_consolidation/20260730T083258Z/06_smoke/canonical-smoke-20260730-v4/pareto_repetitions_flowstar.csv,versioned repository path; see architecture/history registry,generated,legacy,library_or_evidence,not_applicable,self_or_not_applicable,explicit paths only,none_known,docs/history or current registries,historical_provenance,retain,4055,162682fdfd7864c4514699590f10e8ae2ff046ac2f8b5112cd1bd8fb1aa3b43f
audits/repository_consolidation/20260730T083258Z/06_smoke/canonical-smoke-20260730-v4/pareto_repetitions_torch.csv,versioned repository path; see architecture/history registry,generated,legacy,library_or_evidence,not_applicable,self_or_not_applicable,explicit paths only,none_known,docs/history or current registries,historical_provenance,retain,4114,7a446093282ec4585826984311264175cc5e8d5861fdbb407fbd280389d6d79d
audits/repository_consolidation/20260730T083258Z/06_smoke/canonical-smoke-20260730-v4/runtime_summary.csv,versioned repository path; see architecture/history registry,generated,legacy,library_or_evidence,not_applicable,self_or_not_applicable,explicit paths only,none_known,docs/history or current registries,historical_provenance,retain,8502,27fc5e0c7ab6fc67384dc8d8f8e1e77c00078b90dc5f0680a0d19469b5d73c02
audits/repository_consolidation/20260730T083258Z/06_smoke/canonical-smoke-20260730-v5/COMPLETE_TEST.log,versioned repository path; see architecture/history registry,generated,legacy,library_or_evidence,not_applicable,self_or_not_applicable,explicit paths only,none_known,docs/history or current registries,historical_provenance,retain,238,ee34ad205ed74b91d65faba7e6c5905cb52df55058ff18dd1f4f14ea9c2349a2
audits/repository_consolidation/20260730T083258Z/06_smoke/canonical-smoke-20260730-v5/CONFIG_MANIFEST.json,versioned repository path; see architecture/history registry,generated,legacy,library_or_evidence,not_applicable,self_or_not_applicable,explicit paths only,none_known,docs/history or current registries,historical_provenance,retain,7700,c4e8c8f88ab7d5b348d8ff2cf3b1ea61725e23414f1d9b352755ca4981caf8b4
audits/repository_consolidation/20260730T083258Z/06_smoke/canonical-smoke-20260730-v5/ELIGIBILITY.csv,versioned repository path; see architecture/history registry,generated,legacy,library_or_evidence,not_applicable,self_or_not_applicable,explicit paths only,none_known,docs/history or current registries,historical_provenance,retain,9179,e2977c6ffb352019eeef642f12eae476dd6e43f843c83093286cdcc6a8e268cd
audits/repository_consolidation/20260730T083258Z/06_smoke/canonical-smoke-20260730-v5/ENVIRONMENT.json,versioned repository path; see architecture/history registry,generated,legacy,library_or_evidence,not_applicable,self_or_not_applicable,explicit paths only,none_known,docs/history or current registries,historical_provenance,retain,8702,e539ea93eeb96db3d61de811bb9e93a2de1f6ec84edcf027cf6a680a49546bda
audits/repository_consolidation/20260730T083258Z/06_smoke/canonical-smoke-20260730-v5/EXPLORATORY.csv,versioned repository path; see architecture/history registry,generated,legacy,library_or_evidence,not_applicable,self_or_not_applicable,explicit paths only,none_known,docs/history or current registries,historical_provenance,retain,1,01ba4719c80b6fe911b091a7c05124b64eeece964e09c058ef8f9805daca546b
audits/repository_consolidation/20260730T083258Z/06_smoke/canonical-smoke-20260730-v5/FAILURES.csv,versioned repository path; see architecture/history registry,generated,legacy,library_or_evidence,not_applicable,self_or_not_applicable,explicit paths only,none_known,docs/history or current registries,historical_provenance,retain,1,01ba4719c80b6fe911b091a7c05124b64eeece964e09c058ef8f9805daca546b
audits/repository_consolidation/20260730T083258Z/06_smoke/canonical-smoke-20260730-v5/FIGURE_MANIFEST.csv,versioned repository path; see architecture/history registry,generated,legacy,library_or_evidence,not_applicable,self_or_not_applicable,explicit paths only,none_known,docs/history or current registries,historical_provenance,retain,342,455ed19eb9ab5e96d884bbaccd1bacebd09955d315d5f266ecd1f1735e203d81
audits/repository_consolidation/20260730T083258Z/06_smoke/canonical-smoke-20260730-v5/INDEPENDENT_AUDIT.json,versioned repository path; see architecture/history registry,generated,legacy,library_or_evidence,not_applicable,self_or_not_applicable,explicit paths only,none_known,docs/history or current registries,historical_provenance,retain,2962,51e0c669ff606b381d00d562f2fcee6c2b36f651f09c7efea2f16987b3a26820
audits/repository_consolidation/20260730T083258Z/06_smoke/canonical-smoke-20260730-v5/PRIMARY_PARETO.csv,versioned repository path; see architecture/history registry,generated,legacy,library_or_evidence,not_applicable,self_or_not_applicable,explicit paths only,none_known,docs/history or current registries,historical_provenance,retain,1,01ba4719c80b6fe911b091a7c05124b64eeece964e09c058ef8f9805daca546b
audits/repository_consolidation/20260730T083258Z/06_smoke/canonical-smoke-20260730-v5/PROVENANCE.json,versioned repository path; see architecture/history registry,generated,legacy,library_or_evidence,not_applicable,self_or_not_applicable,explicit paths only,none_known,docs/history or current registries,historical_provenance,retain,5688,531f8d74b417dd0abb94b075ab123008cff1678b268bf6eb6b87c37f2817ea07
audits/repository_consolidation/20260730T083258Z/06_smoke/canonical-smoke-20260730-v5/RAW_OBSERVATIONS.csv,versioned repository path; see architecture/history registry,generated,legacy,library_or_evidence,not_applicable,self_or_not_applicable,explicit paths only,none_known,docs/history or current registries,historical_provenance,retain,11207,8c60e51880bfc73b2a5e084930198bff601c9acb1940465a7a379be43a8c6367
audits/repository_consolidation/20260730T083258Z/06_smoke/canonical-smoke-20260730-v5/REPORT.md,versioned repository path; see architecture/history registry,generated,legacy,library_or_evidence,not_applicable,self_or_not_applicable,explicit paths only,none_known,docs/history or current registries,historical_provenance,retain,674,c99c984a1f5d1775c05b74dbe516abe02fb2ae257798bca55516da8dcff6c7a2
audits/repository_consolidation/20260730T083258Z/06_smoke/canonical-smoke-20260730-v5/RUN_MANIFEST.json,versioned repository path; see architecture/history registry,generated,legacy,library_or_evidence,not_applicable,self_or_not_applicable,explicit paths only,none_known,docs/history or current registries,historical_provenance,retain,3025,869d8b727e4ef69709f75c59ed6d53bee59555867a805532ecadcdafdd09f125
audits/repository_consolidation/20260730T083258Z/06_smoke/canonical-smoke-20260730-v5/SHA256SUMS,versioned repository path; see architecture/history registry,generated,legacy,library_or_evidence,not_applicable,self_or_not_applicable,explicit paths only,none_known,docs/history or current registries,historical_provenance,retain,6425,456cafcbb1e77c989bdb5c8d64d4b190b04d1dd9899d0d35f7e09ff2503e78bb
audits/repository_consolidation/20260730T083258Z/06_smoke/canonical-smoke-20260730-v5/SUMMARY.csv,versioned repository path; see architecture/history registry,generated,legacy,library_or_evidence,not_applicable,self_or_not_applicable,explicit paths only,none_known,docs/history or current registries,historical_provenance,retain,8486,35e37126b5fe1071a637a240c040a7356f20bff2888c7b9b274b69095936e614
audits/repository_consolidation/20260730T083258Z/06_smoke/canonical-smoke-20260730-v5/acceleration_diffreach.csv,versioned repository path; see architecture/history registry,generated,legacy,library_or_evidence,not_applicable,self_or_not_applicable,explicit paths only,none_known,docs/history or current registries,historical_provenance,retain,1811,a644234c82a5e6518df887e81bc869a31ae04a988a2de6eaee37e0693d399645
audits/repository_consolidation/20260730T083258Z/06_smoke/canonical-smoke-20260730-v5/acceleration_flowstar.csv,versioned repository path; see architecture/history registry,generated,legacy,library_or_evidence,not_applicable,self_or_not_applicable,explicit paths only,none_known,docs/history or current registries,historical_provenance,retain,1794,f0fe9dd472dca7f00ffc39a8c6d8a61224a74b13b3462ab92a39fa192647109e
audits/repository_consolidation/20260730T083258Z/06_smoke/canonical-smoke-20260730-v5/acceleration_summary.csv,versioned repository path; see architecture/history registry,generated,legacy,library_or_evidence,not_applicable,self_or_not_applicable,explicit paths only,none_known,docs/history or current registries,historical_provenance,retain,1082,57ca915714867c70e89ec10611450d21f7b567860a69580d1d23b3695e7b065b
audits/repository_consolidation/20260730T083258Z/06_smoke/canonical-smoke-20260730-v5/acceleration_torch.csv,versioned repository path; see architecture/history registry,generated,legacy,library_or_evidence,not_applicable,self_or_not_applicable,explicit paths only,none_known,docs/history or current registries,historical_provenance,retain,1831,50d9d01a5dc38353996d72ae22657dbcc1d13fbb57f31549596b4362efa10c0f
audits/repository_consolidation/20260730T083258Z/06_smoke/canonical-smoke-20260730-v5/figures/width_runtime.png,versioned repository path; see architecture/history registry,generated,legacy,library_or_evidence,not_applicable,self_or_not_applicable,explicit paths only,none_known,docs/history or current registries,historical_provenance,retain,54081,6054b722c3490649126ff0a2150ce3bf4b7e6f43b54ef36eeb95d46c73ee05a6
audits/repository_consolidation/20260730T083258Z/06_smoke/canonical-smoke-20260730-v5/final_acceptance.json,versioned repository path; see architecture/history registry,generated,legacy,library_or_evidence,not_applicable,self_or_not_applicable,explicit paths only,none_known,docs/history or current registries,historical_provenance,retain,2962,51e0c669ff606b381d00d562f2fcee6c2b36f651f09c7efea2f16987b3a26820
audits/repository_consolidation/20260730T083258Z/06_smoke/canonical-smoke-20260730-v5/logs/collect.log,versioned repository path; see architecture/history registry,generated,legacy,library_or_evidence,not_applicable,self_or_not_applicable,explicit paths only,none_known,docs/history or current registries,historical_provenance,retain,703,c3a56342b1f3fa5eb95d9df15ba177bcfa22b38799f7d3f497783ad9af1bcd32
audits/repository_consolidation/20260730T083258Z/06_smoke/canonical-smoke-20260730-v5/logs/diffreach.log,versioned repository path; see architecture/history registry,generated,legacy,library_or_evidence,not_applicable,self_or_not_applicable,explicit paths only,none_known,docs/history or current registries,historical_provenance,retain,521,ea9116d5559d219c988b8c6fa98973ff9c3551abc6fa8b0d6e624a09e4322819
audits/repository_consolidation/20260730T083258Z/06_smoke/canonical-smoke-20260730-v5/logs/flowstar/root_cause_order4_selected_native_representation_coupled_quadratic_h0.005_T0.015_o4_r0.0001_c1e-15_p53/compile.stderr.txt,versioned repository path; see architecture/history registry,generated,legacy,library_or_evidence,not_applicable,self_or_not_applicable,explicit paths only,none_known,docs/history or current registries,historical_provenance,retain,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
audits/repository_consolidation/20260730T083258Z/06_smoke/canonical-smoke-20260730-v5/logs/flowstar/root_cause_order4_selected_native_representation_coupled_quadratic_h0.005_T0.015_o4_r0.0001_c1e-15_p53/compile.stdout.txt,versioned repository path; see architecture/history registry,generated,legacy,library_or_evidence,not_applicable,self_or_not_applicable,explicit paths only,none_known,docs/history or current registries,historical_provenance,retain,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
audits/repository_consolidation/20260730T083258Z/06_smoke/canonical-smoke-20260730-v5/logs/flowstar/root_cause_order4_selected_native_representation_coupled_quadratic_h0.005_T0.015_o4_r0.0001_c1e-15_p53/repair.cpp,versioned repository path; see architecture/history registry,generated,legacy,library_or_evidence,not_applicable,self_or_not_applicable,explicit paths only,none_known,docs/history or current registries,historical_provenance,retain,4118,aeb16a2d14f009f106042b5cc19c9e0df3742f9edee2a8d933f719b428af93b6
audits/repository_consolidation/20260730T083258Z/06_smoke/canonical-smoke-20260730-v5/logs/flowstar/root_cause_order4_selected_native_representation_coupled_quadratic_h0.005_T0.015_o4_r0.0001_c1e-15_p53/run.stderr.txt,versioned repository path; see architecture/history registry,generated,legacy,library_or_evidence,not_applicable,self_or_not_applicable,explicit paths only,none_known,docs/history or current registries,historical_provenance,retain,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
audits/repository_consolidation/20260730T083258Z/06_smoke/canonical-smoke-20260730-v5/logs/flowstar/root_cause_order4_selected_native_representation_coupled_quadratic_h0.005_T0.015_o4_r0.0001_c1e-15_p53/run.stdout.txt,versioned repository path; see architecture/history registry,generated,legacy,library_or_evidence,not_applicable,self_or_not_applicable,explicit paths only,none_known,docs/history or current registries,historical_provenance,retain,29635,f1635e8020d5cb406f4f08ee873585b2a4c62075d112e2b5ecfbe12c723c7e4d
audits/repository_consolidation/20260730T083258Z/06_smoke/canonical-smoke-20260730-v5/logs/flowstar/root_cause_order4_selected_native_representation_harmonic_h0.01_T0.03_o4_r0.001_c1e-15_p53/compile.stderr.txt,versioned repository path; see architecture/history registry,generated,legacy,library_or_evidence,not_applicable,self_or_not_applicable,explicit paths only,none_known,docs/history or current registries,historical_provenance,retain,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
audits/repository_consolidation/20260730T083258Z/06_smoke/canonical-smoke-20260730-v5/logs/flowstar/root_cause_order4_selected_native_representation_harmonic_h0.01_T0.03_o4_r0.001_c1e-15_p53/compile.stdout.txt,versioned repository path; see architecture/history registry,generated,legacy,library_or_evidence,not_applicable,self_or_not_applicable,explicit paths only,none_known,docs/history or current registries,historical_provenance,retain,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
audits/repository_consolidation/20260730T083258Z/06_smoke/canonical-smoke-20260730-v5/logs/flowstar/root_cause_order4_selected_native_representation_harmonic_h0.01_T0.03_o4_r0.001_c1e-15_p53/repair.cpp,versioned repository path; see architecture/history registry,generated,legacy,library_or_evidence,not_applicable,self_or_not_applicable,explicit paths only,none_known,docs/history or current registries,historical_provenance,retain,4104,c04a3798abfc55b994fc6adfe394da4fc46b8eecafedc28ebf0ef9f7705558d7
audits/repository_consolidation/20260730T083258Z/06_smoke/canonical-smoke-20260730-v5/logs/flowstar/root_cause_order4_selected_native_representation_harmonic_h0.01_T0.03_o4_r0.001_c1e-15_p53/run.stderr.txt,versioned repository path; see architecture/history registry,generated,legacy,library_or_evidence,not_applicable,self_or_not_applicable,explicit paths only,none_known,docs/history or current registries,historical_provenance,retain,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
audits/repository_consolidation/20260730T083258Z/06_smoke/canonical-smoke-20260730-v5/logs/flowstar/root_cause_order4_selected_native_representation_harmonic_h0.01_T0.03_o4_r0.001_c1e-15_p53/run.stdout.txt,versioned repository path; see architecture/history registry,generated,legacy,library_or_evidence,not_applicable,self_or_not_applicable,explicit paths only,none_known,docs/history or current registries,historical_provenance,retain,55063,f211c92ce1afb8768d8a0be4447173dce00d4e23d7eb6337b0ad4e9d8d1ccb39
audits/repository_consolidation/20260730T083258Z/06_smoke/canonical-smoke-20260730-v5/logs/flowstar/root_cause_order4_selected_native_representation_riccati_h0.01_T0.03_o4_r0.0001_c1e-15_p53/compile.stderr.txt,versioned repository path; see architecture/history registry,generated,legacy,library_or_evidence,not_applicable,self_or_not_applicable,explicit paths only,none_known,docs/history or current registries,historical_provenance,retain,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
audits/repository_consolidation/20260730T083258Z/06_smoke/canonical-smoke-20260730-v5/logs/flowstar/root_cause_order4_selected_native_representation_riccati_h0.01_T0.03_o4_r0.0001_c1e-15_p53/compile.stdout.txt,versioned repository path; see architecture/history registry,generated,legacy,library_or_evidence,not_applicable,self_or_not_applicable,explicit paths only,none_known,docs/history or current registries,historical_provenance,retain,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
audits/repository_consolidation/20260730T083258Z/06_smoke/canonical-smoke-20260730-v5/logs/flowstar/root_cause_order4_selected_native_representation_riccati_h0.01_T0.03_o4_r0.0001_c1e-15_p53/repair.cpp,versioned repository path; see architecture/history registry,generated,legacy,library_or_evidence,not_applicable,self_or_not_applicable,explicit paths only,none_known,docs/history or current registries,historical_provenance,retain,3957,cecc5e1727feeba3119edd0c7c2842fbfe58829f72ed445b326c697d53351c09
