step,time,flowstar_status,torch_status,flowstar_center_x,flowstar_center_y,flowstar_scale_x,flowstar_scale_y,flowstar_polynomial_range_x_lo,flowstar_polynomial_range_x_hi,flowstar_polynomial_range_y_lo,flowstar_polynomial_range_y_hi,flowstar_picard_remainder_x_lo,flowstar_picard_remainder_x_hi,flowstar_picard_remainder_y_lo,flowstar_picard_remainder_y_hi,flowstar_symbolic_propagated_width_x,flowstar_symbolic_propagated_width_y,flowstar_queue_size,torch_prestate_center,torch_prestate_scale,torch_new_center,torch_new_scale,torch_polynomial_range_width_x,torch_polynomial_range_width_y,torch_ordinary_remainder,torch_parameterization_remainder_width_x,torch_parameterization_remainder_width_y,torch_pre_renormalization_range_width_x,torch_pre_renormalization_range_width_y,torch_validator_margin_x,torch_validator_margin_y,flowstar_endpoint_x_lo,flowstar_endpoint_x_hi,flowstar_endpoint_x_width,flowstar_endpoint_y_lo,flowstar_endpoint_y_hi,flowstar_endpoint_y_width,flowstar_segment_tube_x_lo,flowstar_segment_tube_x_hi,flowstar_segment_tube_x_width,flowstar_segment_tube_y_lo,flowstar_segment_tube_y_hi,flowstar_segment_tube_y_width,torch_endpoint_x_lo,torch_endpoint_x_hi,torch_endpoint_x_width,torch_endpoint_y_lo,torch_endpoint_y_hi,torch_endpoint_y_width,torch_segment_tube_x_lo,torch_segment_tube_x_hi,torch_segment_tube_x_width,torch_segment_tube_y_lo,torch_segment_tube_y_hi,torch_segment_tube_y_width
96,0.96,accepted,accepted,1.9256321983711273,-0.38588588536336005,0.04449262092540867,0.063715444320020242,1.8765891622800841,1.9707727447875927,-0.46049943316466246,-0.31996359365806931,-3.9041267293829257e-09,4.4924082514470533e-09,-3.9040322272613767e-07,4.4923134452663586e-07,0.00040341631109208924,0.00027915641959803191,96,"[1.9256321983711273, -0.38588588536335994]","[0.04519848873098357, 0.06445107956077425]","[1.9217296705016937, -0.39458379710202907]","[0.04472633879160763, 0.06283503147990983]",0.08147704351030349,0.11737467530818871,"[[-1.0000030000000013e-06, -8.218521241705858e-06], [1.0000030000000013e-06, 8.3604124867984e-06]]",0.0014239170834454203,0.0013284124123600853,0.08290096059374892,0.11870308772054881,9.8999997e-05,9.16395875132016e-05,1.8832789214889165,1.9668680006977433,0.08358907920882674,-0.45299505338008778,-0.32914993326559572,0.12384512011449206,1.883278555288701,1.9707708947673923,0.08749233947869128,-0.45310492491461835,-0.32034214999239607,0.13276277492222227,1.8758926248760854,1.967566755543681,0.09167413066759567,-0.45766212865161493,-0.33149844831657194,0.126163680335043,1.8758748049409195,1.9714871033482806,0.09561229840736107,-0.4612702298601481,-0.31919243536936964,0.14207779449077845
97,0.97,accepted,accepted,1.9217296705016937,-0.39458379710202918,0.044011013848149573,0.062099136751801301,1.8730987372655334,1.9663721971326473,-0.46731800267617818,-0.33032981489666235,-3.7217758887525099e-09,4.2839932135057253e-09,-3.7216824512022046e-07,4.2838994864528294e-07,0.00040616027417833452,0.00027619273555925199,97,"[1.9217296705016937, -0.39458379710202907]","[0.04472633879160763, 0.06283503147990983]","[1.9177412256816515, -0.40307071036558884]","[0.04426943922367742, 0.06127050701739006]",0.08047892014060377,0.1143553638777129,"[[-1.0000030000000013e-06, -8.202111689813577e-06], [1.0000030000000013e-06, 8.33857697453142e-06]]",0.0014390942800803798,0.0013236943811069533,0.08191801442068418,0.11567905825881987,9.8999997e-05,9.166142302546858e-05,1.8798581860827623,1.9623815648846772,0.08252337880191485,-0.45992688813171539,-0.33929748001332788,0.12062940811838752,1.8798578344560908,1.966370361331391,0.0865125268753002,-0.46003238736919294,-0.33070506751229062,0.12932731985690232,1.8723921929979686,1.963090297832501,0.09069810483453256,-0.46459209836410437,-0.34154227015616395,0.12304982820794041,1.8723749196150221,1.9670960160354898,0.09472109642046767,-0.4680891533726207,-0.32955830188408786,0.13853085148853284
98,0.98,accepted,accepted,1.9177412256816515,-0.40307071036558895,0.043544609290034668,0.060534212780375574,1.8695087396349035,1.9619014555591638,-0.4739868420431772,-0.34043224979618913,-3.5493738545355315e-09,4.0868889384160376e-09,-3.5492815162285904e-07,4.0867963245295708e-07,0.00040887707916647652,0.00027340705753330438,98,"[1.9177412256816515, -0.40307071036558884]","[0.04426943922367742, 0.06127050701739006]","[1.9136689312986321, -0.41135510012640436]","[0.04382740417410608, 0.059756293976640375]",0.0795116014052417,0.11143230199777023,"[[-1.0000030000000013e-06, -8.185762726154703e-06], [1.0000030000000013e-06, 8.317090234407467e-06]]",0.001454228009113885,0.0013196747322933473,0.08096582941435561,0.11275197673006358,9.8999997e-05,9.168290976559254e-05,1.8763368435306924,1.957827000083002,0.08149015655230962,-0.46670466659188081,-0.34919027907042116,0.11751438752145965,1.8763365060281598,1.9618996319685538,0.08556312594039395,-0.46680592834333789,-0.34080462755814855,0.12600130078518934,1.868792156513179,1.9585457455806465,0.08975358906746744,-0.47136896946589885,-0.3513341488813549,0.12003482058454396,1.8687754124145384,1.9626347840623066,0.09385937164776825,-0.4747584881112226,-0.3396602404752156,0.13509824763600703
99,0.99,accepted,accepted,1.9136689312986321,-0.41135510012640447,0.043093021145316171,0.059019456344263865,1.8658215516519563,1.9573621891555137,-0.48051293748911383,-0.35028059771159187,-3.3863751027962209e-09,3.9004891231650464e-09,-3.3862838953608502e-07,3.9003976534531904e-07,0.00041156851226815076,0.00027079658153091377,99,"[1.9136689312986321, -0.41135510012640436]","[0.04382740417410608, 0.059756293976640375]","[1.9095147713143428, -0.41944517759072214]","[0.043399856240143364, 0.05829118109827588]",0.07857428889040398,0.10860309596708,"[[-1.0000030000000013e-06, -8.169461588768155e-06], [1.0000030000000013e-06, 8.295925188723397e-06]]",0.0014693251601392572,0.001316335424318372,0.08004361405054324,0.10991943139139837,9.8999997e-05,9.17040748112766e-05,1.872717313512956,1.953205892090653,0.08048857857769698,-0.4733354183490121,-0.35883773637587574,0.11449768197313637,1.8727169896949238,1.9573603758929743,0.08464338619805045,-0.47343257449748993,-0.35065050276308013,0.1227820717344098,1.8650948970243058,1.9539346851117743,0.08883978808746851,-0.47799980736419695,-0.36088344090451463,0.11711636645968232,1.865078665311282,1.9581050768090873,0.09302641149780522,-0.48128522428153286,-0.349507946522861,0.13177727775867187
100,1.0,accepted,accepted,1.9095147713143428,-0.41944517759072225,0.042655871768007406,0.057553652469630512,1.8620394663061539,1.952755992039775,-0.48690301564365968,-0.35988429617082607,-3.2322615133445159e-09,3.7242160154079919e-09,-3.2321714654846297e-07,3.7241257179698505e-07,0.00041423630684644431,0.00026835739055608697,100,"[1.9095147713143428, -0.41944517759072214]","[0.043399856240143364, 0.05829118109827588]","[1.905280648872071, -0.42734889626086736]","[0.04298642655430812, 0.056873961149868514]",0.0776662015723158,0.10586536629705189,"[[-1.0000030000000013e-06, -8.153196171782348e-06], [1.0000030000000013e-06, 8.275055909650957e-06]]",0.0014843924456717625,0.0013136588850686825,0.07915059401798756,0.10717902518212058,9.8999997e-05,9.172494409034905e-05,1.8690019262741446,1.9485197543373756,0.07951782806323093,-0.4798259187847726,-0.3682490032316072,0.1115769155531654,1.8690016157110836,1.9527541873427086,0.08375257163162497,-0.47991909818221506,-0.36025210516401951,0.11966699301819556,1.8613027068611498,1.9492586303852384,0.08795592352408854,-0.4844914196377939,-0.3701992451075204,0.11429217453027352,1.861286971013747,1.953508488674913,0.09222151766116604,-0.4876760923351735,-0.35911085373999563,0.12856523859517788
101,1.01,accepted,accepted,1.905280648872071,-0.42734889626086747,0.042234726893549006,0.056141942522523476,1.8581626904048953,1.9480863854245387,-0.49317010275783685,-0.36924597340469906,-3.0871949016686788e-09,3.5582827464152473e-09,-3.0871060372269331e-07,3.5581936444548707e-07,0,0,1,"[1.905280648872071, -0.42734889626086736]","[0.04298642655430812, 0.056873961149868514]","[1.90096838884271, -0.43507395816207606]","[0.04258675483939061, 0.055503433903860686]",0.0767865759851251,0.10321675279009111,"[[-1.0000030000000013e-06, -8.136955047147011e-06], [1.0000030000000013e-06, 8.254457657546811e-06]]",0.001499436405874287,0.0013116281693661095,0.0782860123909994,0.10452838095945724,9.8999997e-05,9.17455423424532e-05,1.8651909040843706,1.9437720299999162,0.07858112591554556,-0.4861900654628224,-0.37742640659902965,0.10876365886379274,1.8651906063571346,1.9480845877565129,0.08289398139937831,-0.48627939384775859,-0.36961201631288471,0.11666737753487388,1.8574177915112977,1.944519025657589,0.08710123414629134,-0.4908503652788289,-0.3792904060497624,0.11155995922906653,1.8574025353956662,1.9488465418025815,0.0914440064069153,-0.4939375726228175,-0.36847813680456515,0.12545943581825236
102,1.02,accepted,accepted,1.90096838884271,-0.43507395816207617,0.041825444858202679,0.054770332509535155,1.85419725667673,1.9433509105290525,-0.49930724760194589,-0.37838774014513432,-2.9498024823715175e-09,3.4010362878138451e-09,-2.9497148266422209e-07,3.400948406109051e-07,0.00042357580065773129,0.00027727363054308419,2,"[1.90096838884271, -0.43507395816207606]","[0.04258675483939061, 0.055503433903860686]","[1.896579740307853, -0.44262782019631386]","[0.04220048943836923, 0.05417840873043507]",0.0759346663301189,0.10065491905227855,"[[-1.0000030000000013e-06, -8.12072755275474e-06], [1.0000030000000013e-06, 8.23410698019011e-06]]",0.0015144634148272719,0.0013102269612773319,0.07744912974494618,0.1019651460135559,9.8999997e-05,9.17658930198099e-05,1.8612903517271289,1.9389601844005364,0.07766983267340755,-0.49241930654989813,-0.3863918313346601,0.10602747521523803,1.8612900664271663,1.9433491182353557,0.0820590518081894,-0.49250490648394912,-0.3787523693663713,0.11375253711757782,1.8534422720187822,1.9397172480501197,0.08627497603133749,-0.4970829639555971,-0.3881655174093549,0.10891744654624219,1.8534274798927797,1.9441206887109792,0.09069320881819953,-0.5000759050427159,-0.3776187142879986,0.12245719075471734
103,1.03,accepted,accepted,1.896579740307853,-0.44262782019631391,0.041429518039119269,0.053444071711811772,1.8501432950573991,1.9385528622157393,-0.50532709881807736,-0.38731162195437685,-2.8199268431961066e-09,3.2523783646979322e-09,-2.8198404168183726e-07,3.2522917233374212e-07,0.00042636362069642554,0.00027514279192315604,3,"[1.896579740307853, -0.44262782019631386]","[0.04220048943836923, 0.05417840873043507]","[1.8921163789788562, -0.4500177005890866]","[0.04182728732097253, 0.05289770690414975]",0.07510974453174725,0.0981775564830424,"[[-1.0000030000000013e-06, -8.104503616677157e-06], [1.0000030000000013e-06, 8.213981542433651e-06]]",0.0015294796868119012,0.0013094395741722186,0.07663922421855916,0.09948699605721463,9.8999997e-05,9.178601845756636e-05,1.8573004220438307,1.9340874392613867,0.07678701721755599,-0.49852719256546707,-0.39514701591896328,0.10338017664650379,1.8573001487733392,1.9385510738608751,0.08125092508753595,-0.49860918338684962,-0.38767514470480802,0.1109340386820416,1.8493781873475832,1.9348546100235098,0.08547642267592659,-0.5031953049953786,-0.39683292589058367,0.1063623791047949,1.849363843864639,1.9393323148354509,0.08996847097081195,-0.5060970983700495,-0.3865412521231402,0.11955584624690924
104,1.04,accepted,accepted,1.8921163789788562,-0.45001770058908663,0.041046603199931538,0.052161977741733152,1.8460027653967999,1.9336935610431758,-0.51123543938962979,-0.39602603974279099,-2.6971715842937433e-09,3.1118592497718754e-09,-2.6970864054489718e-07,3.1117738664067254e-07,0.00042913026592456628,0.00027317897005429249,4,"[1.8921163789788562, -0.4500177005890866]","[0.04182728732097253, 0.05289770690414975]","[1.887579909551097, -0.45725058539864705]","[0.04146682415653722, 0.05166016364597575]",0.07431112042023931,0.09578238778212868,"[[-1.0000030000000013e-06, -8.088273899855887e-06], [1.0000030000000013e-06, 8.194060269708715e-06]]",0.0015444912825853172,0.00130925094933163,0.07585561170282465,0.09709163873146032,9.8999997e-05,9.180593973029128e-05,1.8532231109357367,1.929155044234415,0.07593193329867831,-0.50451957013727367,-0.40370012491796436,0.1008194452193093,1.8532228493077658,1.933691775290145,0.0804689259823792,-0.50459806792960249,-0.39638874231607513,0.10820932561352736,1.845227496706499,1.9299323617614876,0.08470486505498864,-0.5091932561533555,-0.40530073547031004,0.1038925206830455,1.8452135869179371,1.9344827409778087,0.08926915405987157,-0.512006939339529,-0.3952541674745766,0.11675277186495242
105,1.05,accepted,accepted,1.887579909551097,-0.4572505853986471,0.040676365690862124,0.050922882259097572,1.841777550098433,1.9287742652731894,-0.51703783919935098,-0.40453916976354864,-2.5810677545941423e-09,2.9789585177471606e-09,-2.5809838391138016e-07,2.9788744076990769e-07,0.00043187741790847459,0.00027137806323847009,5,"[1.887579909551097, -0.45725058539864705]","[0.04146682415653722, 0.05166016364597575]","[1.882971867992945, -0.4643332350601462]","[0.04111879035466041, 0.05046462992124689]",0.07353813384424228,0.09346717001190445,"[[-1.0000030000000013e-06, -8.072029897346964e-06], [1.0000030000000013e-06, 8.174323467591935e-06]]",0.0015595041156531509,0.001309646653880322,0.07509763795989544,0.09477681666578479,9.8999997e-05,9.182567653240807e-05,1.8490603364502478,1.9241641889588144,0.07510385250856655,-0.51040207552485539,-0.41205908556761284,0.09834298995724255,1.8490600860887578,1.9287724808784559,0.07971239478969805,-0.51047719309967043,-0.40490131833129861,0.10557587476837182,1.8409920717445614,1.9249517035533907,0.08395963180882937,-0.5150824722536648,-0.413576811838654,0.10150566041501075,1.840978581100539,1.929573235755565,0.08859465465502603,-0.5178110015707215,-0.40376563286009853,0.11404536871062293
106,1.06,accepted,accepted,1.882971867992945,-0.46433323506014623,0.040318479410766529,0.049725632660870253,1.8374694563628402,1.923796173139861,-0.52273966349477285,-0.41285894824326441,-2.4748630184516284e-09,2.8568742644930026e-09,-2.4747803800907905e-07,2.8567914410275539e-07,0.00043460671588366,0.00026973603493196636,6,"[1.882971867992945, -0.4643332350601462]","[0.04111879035466041, 0.05046462992124689]","[1.8782937237692203, -0.47127219094019207]","[0.04078284297332051, 0.04930997401168364]",0.07279005851311246,0.09122969725080461,"[[-1.0000030000000013e-06, -8.055763516175167e-06], [1.0000030000000013e-06, 8.154752386073019e-06]]",0.001574523958676054,0.0013106128763912734,0.07436458247178852,0.0925403101271959,9.8999997e-05,9.184524761392699e-05,1.8448139409909385,1.9191160052684153,0.07430206427747676,-0.5161801419690687,-0.42023159287086054,0.09594854909820816,1.8448137015308168,1.9237943889522615,0.0789806874214447,-0.51625198886063151,-0.41322079009925172,0.10303119876137978,1.8366737027161595,1.9199137840759664,0.08324008135980687,-0.5208684034829669,-0.4216687872132389,0.09919961626972801,1.8366606170653523,1.9246050139504982,0.08794439688514588,-0.5235146541154371,-0.4120835807007231,0.11143107341471398
107,1.07,accepted,accepted,1.8782937237692203,-0.47127219094019213,0.03997262675649859,0.048569094409977753,1.8330802183717956,1.9187604250467609,-0.52834608198579425,-0.42099307537966391,-2.3757767328597346e-09,2.7427782282649007e-09,-2.3756953831293115e-07,2.7426967024242909e-07,0.00043731975653968157,0.00026824884229741379,7,"[1.8782937237692203, -0.47127219094019207]","[0.04078284297332051, 0.04930997401168364]","[1.873546881999144, -0.4780737818799649]","[0.04045867313344259, 0.048195082878128015]",0.07206623684799669,0.08906780287157291,"[[-1.0000030000000013e-06, -8.039466833246244e-06], [1.0000030000000013e-06, 8.135328864896636e-06]]",0.0015895564492201658,0.0013121364176948407,0.07365579329721687,0.09037993928926778,9.8999997e-05,9.186467113510337e-05,1.8404856934860656,1.9140115693138053,0.07352587582773973,-0.52185900821924658,-0.42822511364449817,0.09363389457474841,1.8404854645731075,1.9187586399968393,0.0782731754237318,-0.52192769069026212,-0.42135484023370973,0.1005728504565524,1.8322741487175376,1.9148196544726952,0.08254550575515762,-0.5265563030280688,-0.4295840658032083,0.09697223722486048,1.832261454305708,1.919579190654601,0.08731773634889284,-0.5291230693174244,-0.4202157085740804,0.10890736074334395
108,1.08,accepted,accepted,1.8735468819991441,-0.47807378187996497,0.03963849855161089,0.047452151244847043,1.8286114994494105,1.9136681056564622,-0.53386207572142996,-0.4289490215179772,-2.2818929092780552e-09,2.6347087482496692e-09,-2.2818128575937343e-07,2.6346285290013898e-07,0.00044001811152676013,0.00026691343790508955,8,"[1.873546881999144, -0.4780737818799649]","[0.04045867313344259, 0.048195082878128015]","[1.8687326855489999, -0.48474413070751643]","[0.04014598034186492, 0.04711886333583161]",0.07136602864477916,0.08697936147585507,"[[-1.0000030000000013e-06, -8.023132811936749e-06], [1.0000030000000013e-06, 8.116036182018056e-06]]",0.001604607096064389,0.001314204686640958,0.07297063574084357,0.08829356616249605,9.8999997e-05,9.188396381798196e-05,1.8360772915155552,1.9088519035936291,0.0727746120780739,-0.52744372569395204,-0.43604689223345622,0.09139683346049582,1.8360770728064122,1.9136663187529162,0.07758924594650396,-0.52750934675097638,-0.42931092234888024,0.09819842440209614,1.827795072348235,1.9096703378778146,0.08187526552957958,-0.5321512355569503,-0.4373298283257253,0.09482140723122501,1.8277827558158055,1.9144968508603883,0.08671409504458283,-0.5346412315048856,-0.42816948355023904,0.10647174795464659
109,1.09,accepted,accepted,1.8687326855489999,-0.48474413070751649,0.039315793962976534,0.046373706784076367,1.8240648938465416,1.9085202462265713,-0.53929253828054613,-0.43673393893482182,-2.1929276697552178e-09,2.5323382297905133e-09,-2.1928489234889568e-07,2.5322593240783494e-07,0.00044270331079218021,0.00026572631900709465,9,"[1.8687326855489999, -0.48474413070751643]","[0.04014598034186492, 0.04711886333583161]","[1.8638524170598956, -0.49128916070215717]","[0.03984447240087866, 0.04608024306508084]",0.07068881090638189,0.08496229051468414,"[[-1.0000030000000013e-06, -8.006766102594877e-06], [1.0000030000000013e-06, 8.09686978793152e-06]]",0.0016196812852720518,0.0013168057149210422,0.07230849219165396,0.08627909622960521,9.8999997e-05,9.190313021206848e-05,1.8315903633874533,1.9036379789185767,0.07204761553112338,-0.53293916619726867,-0.44370395508596822,0.08923521111130045,1.831590154549553,1.9085184562455808,0.07692830169602782,-0.53300182561466514,-0.43709626567393101,0.09590555994073413,1.8232380674053408,1.9044668057775498,0.08122873837220901,-0.5376580846276365,-0.4449130375331619,0.09274504709447462,1.8232261154677365,1.9093590262042583,0.08613291073652185,-0.5400740394784419,-0.43595205268771614,0.10412198679072576
110,1.1,accepted,accepted,1.8638524170598956,-0.49128916070215722,0.03900422040769215,0.045332685608788302,1.8194419287437538,1.903317826597956,-0.54464229599891378,-0.44435465447509181,-2.1086557092978007e-09,2.4353995945378894e-09,-2.1085782737462002e-07,2.4353220072500784e-07,0.00044537684230574331,0.00026468378573523619,10,"[1.8638524170598956, -0.49128916070215717]","[0.03984447240087866, 0.04608024306508084]","[1.8589073009111865, -0.49771460199592704]","[0.03955386530747891, 0.045078171447976476]",0.07003397765075885,0.08301455162246173,"[[-1.0000030000000013e-06, -7.990369133034711e-06], [1.0000030000000013e-06, 8.077823381869744e-06]]",0.001634784286295757,0.001319928142877665,0.07166876193705461,0.0843344797653394,9.8999997e-05,9.192217661813026e-05,1.8270264701683188,1.8983707162922649,0.07134424612394619,-0.53835003130479198,-0.4512031147803513,0.08714691652444068,1.8270262708797596,1.9033160317295328,0.07628976084977324,-0.53840982565618911,-0.44471787913518418,0.09369194652100493,1.818604660927292,1.899209979893172,0.08060531896588019,-0.5430815600816014,-0.45234044362072406,0.09074111646087729,1.8185930600109819,1.9041666969581912,0.08557363694720932,-0.5454263271201839,-0.44357023528837203,0.10185609183181188
111,1.11,accepted,accepted,1.8589073009111865,-0.4977146019959271,0.038703493450070972,0.044328034103446504,1.8147440683108347,1.8980617749984416,-0.54991549552966235,-0.45181829471666873,-2.0288828006782048e-09,2.3436587402389368e-09,-2.0288066798364349e-07,2.343582474981651e-07,0.00044804015660423812,0.00026378226471911442,11,"[1.8589073009111865, -0.49771460199592704]","[0.03955386530747891, 0.045078171447976476]","[1.8538985051202517, -0.5040259978990614]","[0.039273883143626426, 0.04411162023529465]",0.06940093969757118,0.08113415169018327,"[[-1.0000030000000013e-06, -7.97391786629699e-06], [1.0000030000000013e-06, 8.058864651130859e-06]]",0.0016499212580382997,0.0013235611564204922,0.07105086095560949,0.08245771284660376,9.8999997e-05,9.194113534886915e-05,1.8223871076773068,1.8930509887053104,0.07066388102800358,-0.5436808529665722,-0.45855097818646279,0.08512987478010942,1.8223869176267313,1.8980599745468205,0.07567305692008919,-0.54373787566286647,-0.45218255958703407,0.0915553160758324,1.8138963151860308,1.8939007339884029,0.08000441880237208,-0.5484262051822714,-0.45961858973712444,0.08880761544514693,1.8138850531743291,1.8989207917910393,0.08503573861671021,-0.5507022375374486,-0.45103116147881334,0.09967107605863529
112,1.12,accepted,accepted,1.8538985051202517,-0.50402599789906155,0.038413336689977901,0.043358721147236969,1.8099727128767424,1.8927529726095997,-0.55511644223746337,-0.45913146013819556,-1.9532639245040224e-09,2.2567326642694309e-09,-1.9531891207276516e-07,2.2566577230281748e-07,0.00045069466828164657,0.00026301831792711363,12,"[1.8538985051202517, -0.5040259978990614]","[0.039273883143626426, 0.04411162023529465]","[1.8488271431794443, -0.5102287111381122]","[0.03900425796366715, 0.04317988234071041]",0.0687891244362931,0.07931974012149574,"[[-1.0000030000000013e-06, -7.957405543060495e-06], [1.0000030000000013e-06, 8.039979001309745e-06]]",0.0016650972647067111,0.0013276945240916558,0.07045422170099983,0.08064743464558742,9.8999997e-05,9.196002099869026e-05,1.8176737084032155,1.8876796228838675,0.07000591448065197,-0.54893600658579844,-0.46575395095289385,0.0831820556329046,1.8176735272896645,1.8927511659382252,0.07507763864856076,-0.54899034791882617,-0.45949689638081526,0.08949345153801092,1.8091144296269983,1.8885398956033304,0.07942546597633204,-0.553696403569223,-0.46675381750499534,0.08694258606422767,1.8091034947757456,1.8936221923953904,0.08451869761964481,-0.5559060789957015,-0.45834142883946644,0.09756465015623511
113,1.1300000000000001,accepted,accepted,1.8488271431794443,-0.5102287111381123,0.038133481643517132,0.042423738653787471,1.8051292018753251,1.8873922542330301,-0.56024928979745414,-0.4663005478978039,-1.8815737320860999e-09,2.1743598731400897e-09,-1.8815002461856681e-07,2.1742862563734099e-07,0.00045334175745672073,0.00026238864574543315,13,"[1.8488271431794443, -0.5102287111381122]","[0.03900425796366715, 0.04317988234071041]","[1.8436942758311403, -0.5163279299969851]","[0.03874472966021009, 0.04228194368559933]",0.06819797557827599,0.07756935223631903,"[[-1.0000030000000013e-06, -7.940830849985849e-06], [1.0000030000000013e-06, 8.021158424695142e-06]]",0.0016803172618073648,0.0013323186136376204,0.06987829284008337,0.07890167084995665,9.8999997e-05,9.197884157530487e-05,1.81288764339286,1.8822574009458277,0.0693697575529677,-0.55411971566989604,-0.47281824125485628,0.08130147441503977,1.8128874709256104,1.8873904407613813,0.07450296983577087,-0.55417146286097552,-0.4666672752049037,0.08750418765607182,1.8042603398022534,1.883128250671394,0.07886791086914058,-0.5588966775337669,-0.47375198102993094,0.08514469650383599,1.8042497206620576,1.8882717371598938,0.08402201649783625,-0.5610423139903089,-0.4655071257145166,0.09553518827579233
114,1.1400000000000001,accepted,accepted,1.8436942758311403,-0.51632792999698518,0.037863667617438784,0.041522102017102963,1.8002148156800997,1.8819804099448001,-0.56531804678333386,-0.47333175742033651,-1.8143070431801082e-09,2.0970008334388147e-09,-1.8142348745349521e-07,2.0969285401917428e-07,0.00045598277054724039,0.00026189005431244416,14,"[1.8436942758311403, -0.5163279299969851]","[0.03874472966021009, 0.04228194368559933]","[1.838500912781894, -0.5223286743526082]","[0.03849504583840045, 0.04141657920317359]",0.06762695289508945,0.07588060110537435,"[[-1.0000030000000013e-06, -7.92418950342691e-06], [1.0000030000000013e-06, 8.002391494113865e-06]]",0.0016955861100838327,0.0013374243221001899,0.0693225390051733,0.07721802542747457,9.8999997e-05,9.199760850588614e-05,1.8080302240821331,1.8767850619951145,0.06875483791298143,-0.55923605816871791,-0.47974986619473631,0.0794861919739816,1.8080300599805224,1.8819785891459717,0.07394852916544936,-0.55928529542133398,-0.47369988458649714,0.08558541083483684,1.799335325428928,1.877666538889249,0.07833121346032113,-0.5640310800831301,-0.48061906689747685,0.08341201318565322,1.799325010920585,1.8828702164468383,0.08354520552625333,-0.5661149206215145,-0.4725344820034698,0.09358043861804466
115,1.1500000000000001,accepted,accepted,1.8385009127818941,-0.52232867435260832,0.037603641578867163,0.040652850507484878,1.7952307773844396,1.8765181866837717,-0.570326587847232,-0.48023109117520485,-1.7523196305681428e-09,2.025478703701574e-09,-1.7522487754822411e-07,2.0254077299606247e-07,0.00045861902179540203,0.00026151947621931213,15,"[1.838500912781894, -0.5223286743526082]","[0.03849504583840045, 0.04141657920317359]","[1.8332480143567962, -0.5282358015982668]","[0.03825496168182065, 0.04058285470201259]",0.06707553194526317,0.07425167981664996,"[[-1.0000030000000013e-06, -7.90747545234817e-06], [1.0000030000000013e-06, 7.983664882419623e-06]]",0.0017109085819906915,0.0013430043154178549,0.06878644052725387,0.07559468413206782,9.8999997e-05,9.201633511758038e-05,1.8031027040757532,1.8712633036499862,0.06816059957423293,-0.56428897269362988,-0.48655465720969115,0.07773431548393872,1.8031025480689915,1.876516358081846,0.07341381001285452,-0.56433578124959993,-0.48060072140806248,0.08373505984153745,1.7943406112211877,1.8721554561935265,0.07781484497233881,-0.5691032944991682,-0.4873611064615788,0.08174218803758937,1.794330590684838,1.8774183751549742,0.08308778447013632,-0.5711275022956217,-0.479429771419467,0.09169773087615468
116,1.16,accepted,accepted,1.8332480143567962,-0.52823580159826689,0.037353158120607702,0.039815047531657245,1.7901782544289557,1.8710062898742956,-0.57527864667744644,-0.48700437344600511,-1.693436871701834e-09,1.9575879312247672e-09,-1.693367326534498e-07,1.9575182730480907e-07,0.00046125189709576061,0.00026127410884556893,16,"[1.8332480143567962, -0.5282358015982668]","[0.03825496168182065, 0.04058285470201259]","[1.8279364930951827, -0.5340540124488424]","[0.03802423982016566, 0.03977985979367265]",0.06654320379137203,0.07268082906951809,"[[-1.0000030000000013e-06, -7.890685658775832e-06], [1.0000030000000013e-06, 7.964969308171944e-06]]",0.0017262893792736797,0.0013490510890354502,0.06826949317064572,0.07402988015855355,9.8999997e-05,9.203503069182806e-05,1.7981062808790396,1.8656927836038368,0.06758650272479727,-0.56928226407880533,-0.49323826592027065,0.07604399815853469,1.7981061327060133,1.8710044530384764,0.07289832033246313,-0.56932672227732806,-0.48737559687117227,0.08195112540615579,1.7892773636573511,1.8665956611851395,0.0773182975277884,-0.57411713088836,-0.49398369091058414,0.08013343997777589,1.789267626780609,1.8719169193234952,0.08264929254288633,-0.5760837950215667,-0.4861988159268023,0.0898849790947644
117,1.17,accepted,accepted,1.8279364930951827,-0.53405401244884254,0.037111979017215004,0.039007780460927011,1.785058360585096,1.8654453845765933,-0.58017783224000374,-0.49365724557568635,-1.6374884367985901e-09,1.8931288761148584e-09,-1.6374201972215046e-07,1.8930605288884643e-07,0.0004638825552160128,0.00026115147679606091,17,"[1.8279364930951827, -0.5340540124488424]","[0.03802423982016566, 0.03977985979367265]","[1.822567215288904, -0.5397878566232754]","[0.03780265018429794, 0.03900670799512074]",0.06602947470923691,0.07116633712548888,"[[-1.0000030000000013e-06, -7.873817498024996e-06], [1.0000030000000013e-06, 7.946296256488664e-06]]",0.00174173313128855,0.0013555570417879196,0.06777120784052547,0.07252189416727679,9.8999997e-05,9.205370374351134e-05,1.7930420975767902,1.8600741207233018,0.06703202314651158,-0.57421961689197554,-0.49980616181100512,0.07441345508097041,1.7930419569858571,1.8654435391205131,0.07240158213465597,-0.57426180023101858,-0.49403013429752896,0.08023166593348963,1.784146695290877,1.8609877738948388,0.07684107860396172,-0.5790762708197703,-0.5004922379894163,0.07858403283035398,1.784137232101811,1.8663665148901836,0.0822292827883726,-0.5809874099678094,-0.49284725466694507,0.08814015530086433
