branch_name,feature,status,evidence
origin/codex/torch-flowstar-diffreach-deep-study,polynomial arithmetic,present,src/torch_tm_flowpipe/polynomial.py
origin/codex/torch-flowstar-diffreach-deep-study,TaylorModel core,present,src/torch_tm_flowpipe/taylor_model.py
origin/codex/torch-flowstar-diffreach-deep-study,one-step propagation,present,src/torch_tm_flowpipe/flowpipe.py;flowpipe_step
origin/codex/torch-flowstar-diffreach-deep-study,multi-step range_only,present,src/torch_tm_flowpipe/flowpipe.py;range_only
origin/codex/torch-flowstar-diffreach-deep-study,multi-step dependency_preserving,present,src/torch_tm_flowpipe/flowpipe.py;dependency_preserving
origin/codex/torch-flowstar-diffreach-deep-study,Flow* compatibility,present,comparisons/flowstar/README.md;comparisons/flowstar/__init__.py;comparisons/flowstar/build_flowstar_case.py;comparisons/flowstar/compare_against_torch_tm.py;comparisons/flowstar/configs/affine_controlled.yaml;comparisons/flowstar/configs/harmonic_oscillator.yaml;comparisons/flowstar/configs/scalar_quadratic.yaml;comparisons/flowstar/configs/van_der_pol.yaml
origin/codex/torch-flowstar-diffreach-deep-study,raw remainder compatibility,present,experiments/flowstar_raw_remainder_compat_experiment.py
origin/codex/torch-flowstar-diffreach-deep-study,symbolic queue,present,src/torch_tm_flowpipe/symbolic_remainder.py
origin/codex/torch-flowstar-diffreach-deep-study,normalized insertion,present,tests/test_normalized_insertion.py
origin/codex/torch-flowstar-diffreach-deep-study,Flow* correctness patch/exporter,present,experiments/three_tool_deep_study/flowstar_correctness.py
origin/codex/torch-flowstar-diffreach-deep-study,first-order three-tool benchmark,present,experiments/first_order_three_way/HISTORICAL_RESULTS_NOTICE.md;experiments/first_order_three_way/ORDER_SEMANTICS.md;experiments/first_order_three_way/README.md;experiments/first_order_three_way/benchmark_spec.yaml;experiments/first_order_three_way/collect_results.py;experiments/first_order_three_way/common.py;experiments/first_order_three_way/compute_references.py;experiments/first_order_three_way/environment_audit.py
origin/codex/torch-flowstar-diffreach-deep-study,matched-basis study,present,experiments/first_order_followup/DIFFREACH_AFFINE_PROJECTION.md;experiments/first_order_followup/FLOWSTAR_EXTRACTION_AUDIT.md;experiments/first_order_followup/MATCHED_BASIS.md;experiments/first_order_followup/README.md;experiments/first_order_followup/TORCH_DEPENDENCY_AUDIT.md;experiments/first_order_followup/audit_environment.py;experiments/first_order_followup/benchmark_spec.yaml;experiments/first_order_followup/collect_results.py;matched
origin/codex/torch-flowstar-diffreach-deep-study,common-contract study,present,experiments/three_tool_deep_study/run_controlled.py
origin/codex/torch-flowstar-diffreach-deep-study,deep-study runtime/Pareto,present,experiments/three_tool_deep_study/run_pareto.py
origin/codex/torch-flowstar-diffreach-deep-study,tests,present,tests/test_batched_dense_tm.py;tests/test_batched_tm_gpu_microbench.py;tests/test_cuda.py;tests/test_flowpipe.py;tests/test_flowstar_acceptance_predicate_audit.py;tests/test_flowstar_benchmark_diagnostics.py;tests/test_flowstar_benchmark_parity.py;tests/test_flowstar_benchmark_stage2_diagnostics.py
origin/codex/torch-flowstar-diffreach-deep-study,reports/artifacts,present,outputs/README_RESULTS.md;outputs/batched_dense_tm_prototype/dense_tm_demo_report.md;outputs/batched_dense_tm_prototype/dense_tm_microbench_summary.csv;outputs/batched_dense_tm_prototype/dense_tm_parity_report.md;outputs/batched_dense_tm_prototype/dense_tm_parity_summary.csv;outputs/batched_tm_gpu_microbench/gpu_microbench_report.md;outputs/batched_tm_gpu_microbench/gpu_microbench_summary.csv;outputs/final_audit_summary.md
origin/main,interval arithmetic,present,src/torch_tm_flowpipe/interval.py
origin/main,polynomial arithmetic,present,src/torch_tm_flowpipe/polynomial.py
origin/main,TaylorModel core,present,src/torch_tm_flowpipe/taylor_model.py
origin/main,one-step propagation,present,src/torch_tm_flowpipe/flowpipe.py;flowpipe_step
origin/main,multi-step range_only,present,src/torch_tm_flowpipe/flowpipe.py;range_only
origin/main,multi-step dependency_preserving,present,src/torch_tm_flowpipe/flowpipe.py;dependency_preserving
origin/main,Flow* compatibility,present,comparisons/flowstar/README.md;comparisons/flowstar/__init__.py;comparisons/flowstar/build_flowstar_case.py;comparisons/flowstar/compare_against_torch_tm.py;comparisons/flowstar/configs/affine_controlled.yaml;comparisons/flowstar/configs/harmonic_oscillator.yaml;comparisons/flowstar/configs/scalar_quadratic.yaml;comparisons/flowstar/configs/van_der_pol.yaml
origin/main,raw remainder compatibility,absent,
origin/main,symbolic queue,present,src/torch_tm_flowpipe/symbolic_remainder.py
origin/main,normalized insertion,absent,
origin/main,Flow* correctness patch/exporter,absent,
origin/main,first-order three-tool benchmark,absent,
origin/main,matched-basis study,absent,matched
origin/main,common-contract study,absent,
origin/main,deep-study runtime/Pareto,absent,
origin/main,tests,present,tests/test_cuda.py;tests/test_flowpipe.py;tests/test_flowstar_benchmark_diagnostics.py;tests/test_flowstar_benchmark_parity.py;tests/test_flowstar_benchmark_stage2_diagnostics.py;tests/test_flowstar_comparison.py;tests/test_flowstar_diagnostics_conclusion.py;tests/test_flowstar_provenance.py
origin/main,reports/artifacts,present,outputs/README_RESULTS.md;outputs/final_audit_summary.md;outputs/flowstar_benchmark_diagnostics/README.md;outputs/flowstar_benchmark_diagnostics/diagnostic_report.md;outputs/flowstar_benchmark_diagnostics/diagnostic_runs_summary.csv;outputs/flowstar_benchmark_diagnostics/diagnostic_segments.csv;outputs/flowstar_benchmark_diagnostics/diagnostic_validation_attempts.csv;outputs/flowstar_benchmark_diagnostics/last_validated_t_by_run.png
origin/master,interval arithmetic,present,src/torch_tm_flowpipe/interval.py
origin/master,polynomial arithmetic,present,src/torch_tm_flowpipe/polynomial.py
origin/master,TaylorModel core,present,src/torch_tm_flowpipe/taylor_model.py
origin/master,one-step propagation,present,src/torch_tm_flowpipe/flowpipe.py;flowpipe_step
origin/master,multi-step range_only,present,src/torch_tm_flowpipe/flowpipe.py;range_only
origin/master,multi-step dependency_preserving,present,src/torch_tm_flowpipe/flowpipe.py;dependency_preserving
origin/master,Flow* compatibility,present,comparisons/flowstar/README.md;comparisons/flowstar/__init__.py;comparisons/flowstar/build_flowstar_case.py;comparisons/flowstar/compare_against_torch_tm.py;comparisons/flowstar/configs/affine_controlled.yaml;comparisons/flowstar/configs/harmonic_oscillator.yaml;comparisons/flowstar/configs/scalar_quadratic.yaml;comparisons/flowstar/configs/van_der_pol.yaml
origin/master,raw remainder compatibility,absent,
origin/master,symbolic queue,absent,
origin/master,normalized insertion,absent,
origin/master,Flow* correctness patch/exporter,absent,
origin/master,first-order three-tool benchmark,absent,
origin/master,matched-basis study,absent,
origin/master,common-contract study,absent,
origin/master,deep-study runtime/Pareto,absent,
origin/master,tests,present,tests/test_cuda.py;tests/test_flowpipe.py;tests/test_flowstar_comparison.py;tests/test_interval.py;tests/test_polynomial.py;tests/test_taylor_model.py
origin/master,reports/artifacts,absent,
